PlayerId,PlayerName,Position,Birthplace,Country,Height,Weight,Birthdate,BirthMonth,BirthYear,Age,DraftTeam,DraftYear,DraftRound,DraftNumber,Season,SeasonType,Team,GP,Goals,Assits,Points,PlusMinus,PIM,PPG,SHG,GWG,Shots,shotPercentage,CareerGP,GP_7,TOI_7,cescin_rank,league
8474565,Alex Pietrangelo,D,"King City, ON, Canada",Canada,"6'3""",201,"January 18, 1990",January,1990,24,STL,2008,1,4,2007-2008,Regular Season,NIAGARA ICE DOGS-OHL,60,13,40,53,29,94,6,2,0,0,0,386,386,9314,6,OHL
8474565,Alex Pietrangelo,D,"King City, ON, Canada",Canada,"6'3""",201,"January 18, 1990",January,1990,24,STL,2008,1,4,2007-2008,Playoffs,NIAGARA ICE DOGS-OHL,6,5,4,9,1,4,2,0,0,0,0,386,386,9314,6,OHL
8474638,Andrew Campbell,D,"Caledonia, ON, Canada",Canada,"6'4""",206,"February 4, 1988",February,1988,26,LAK,2008,3,74,2007-2008,Regular Season,SAULT STE. MARIE GREYHOUNDS-OHL,68,13,22,35,20,64,7,0,0,0,0,36,36,617,360,OHL
8474638,Andrew Campbell,D,"Caledonia, ON, Canada",Canada,"6'4""",206,"February 4, 1988",February,1988,26,LAK,2008,3,74,2007-2008,Playoffs,SAULT STE. MARIE GREYHOUNDS-OHL,14,2,3,5,13,13,0,0,0,0,0,36,36,617,360,OHL
8474646,Brandon McMillan,L,"Richmond, BC, Canada",Canada,"5'11""",190,"March 22, 1990",March,1990,24,ANA,2008,3,85,2007-2008,Regular Season,KELOWNA ROCKETS-WHL,71,15,26,41,-5,56,3,2,0,0,0,171,171,2060,53,WHL
8474646,Brandon McMillan,L,"Richmond, BC, Canada",Canada,"5'11""",190,"March 22, 1990",March,1990,24,ANA,2008,3,85,2007-2008,Playoffs,KELOWNA ROCKETS-WHL,7,0,0,0,-3,6,0,0,0,0,0,171,171,2060,53,WHL
8474611,Cameron Gaunce,D,"Sudbury, ON, Canada",Canada,"6'1""",210,"March 19, 1990",March,1990,24,COL,2008,2,50,2007-2008,Regular Season,MISSISSAUGA ST. MICHAEL'S MAJORS-OHL,63,10,30,40,-1,99,8,0,0,0,0,20,20,265,360,OHL
8474611,Cameron Gaunce,D,"Sudbury, ON, Canada",Canada,"6'1""",210,"March 19, 1990",March,1990,24,COL,2008,2,50,2007-2008,Playoffs,MISSISSAUGA ST. MICHAEL'S MAJORS-OHL,4,0,1,1,-4,6,0,0,0,0,0,20,20,265,360,OHL
8474570,Cody Hodgson,C,"Toronto, ON, Canada",Canada,"6'0""",192,"February 18, 1990",February,1990,24,VAN,2008,1,10,2007-2008,Regular Season,BRAMPTON BATTALION-OHL,68,40,45,85,15,36,16,3,0,0,0,289,289,4400,12,OHL
8474570,Cody Hodgson,C,"Toronto, ON, Canada",Canada,"6'0""",192,"February 18, 1990",February,1990,24,VAN,2008,1,10,2007-2008,Playoffs,BRAMPTON BATTALION-OHL,5,5,0,5,2,2,1,1,0,0,0,289,289,4400,12,OHL
8474606,Colby Robak,D,"Dauphin, MB, Canada",Canada,"6'3""",194,"April 24, 1990",April,1990,24,FLA,2008,2,46,2007-2008,Regular Season,BRANDON WHEAT KINGS-WHL,71,6,24,30,-6,25,5,0,0,0,0,47,47,745,9,WHL
8474606,Colby Robak,D,"Dauphin, MB, Canada",Canada,"6'3""",194,"April 24, 1990",April,1990,24,FLA,2008,2,46,2007-2008,Playoffs,BRANDON WHEAT KINGS-WHL,6,0,2,2,-2,8,0,0,0,0,0,47,47,745,9,WHL
8474575,Colten Teubert,D,"White Rock, BC, Canada",Canada,"6'4""",195,"March 8, 1990",March,1990,0,LAK,2008,1,13,2007-2008,Regular Season,REGINA PATS-WHL,66,7,16,23,-8,135,1,0,0,0,0,24,24,303,32,WHL
8474575,Colten Teubert,D,"White Rock, BC, Canada",Canada,"6'4""",195,"March 8, 1990",March,1990,0,LAK,2008,1,13,2007-2008,Playoffs,REGINA PATS-WHL,6,1,4,5,-3,6,1,0,0,0,0,24,24,303,32,WHL
8474668,Dale Weise,R,"Winnipeg, MB, Canada",Canada,"6'2""",210,"August 5, 1988",August,1988,26,NYR,2008,4,111,2007-2008,Regular Season,SWIFT CURRENT BRONCOS-WHL,53,29,22,51,8,84,13,3,0,0,0,258,258,2477,360,WHL
8474668,Dale Weise,R,"Winnipeg, MB, Canada",Canada,"6'2""",210,"August 5, 1988",August,1988,26,NYR,2008,4,111,2007-2008,Playoffs,SWIFT CURRENT BRONCOS-WHL,12,7,6,13,4,20,1,1,0,0,0,258,258,2477,360,WHL
8474563,Drew Doughty,D,"London, ON, Canada",Canada,"6'1""",213,"December 8, 1989",December,1989,24,LAK,2008,1,2,2007-2008,Regular Season,GUELPH STORM-OHL,58,13,37,50,-1,68,9,0,0,0,0,524,524,13495,2,OHL
8474563,Drew Doughty,D,"London, ON, Canada",Canada,"6'1""",213,"December 8, 1989",December,1989,24,LAK,2008,1,2,2007-2008,Playoffs,GUELPH STORM-OHL,10,3,6,9,5,14,1,0,0,0,0,524,524,13495,2,OHL
8474603,Eric O'Dell,C,"Ottawa, ON, Canada",Canada,"6'0""",197,"June 21, 1990",June,1990,24,ANA,2008,2,39,2007-2008,Regular Season,SUDBURY WOLVES-OHL,26,14,18,32,10,19,3,0,0,0,0,41,41,373,360,OHL
8474603,Eric O'Dell,C,"Ottawa, ON, Canada",Canada,"6'0""",197,"June 21, 1990",June,1990,24,ANA,2008,2,39,2007-2008,Playoffs,SUDBURY WOLVES-OHL,0,0,0,0,0,0,0,0,0,0,0,41,41,373,360,OHL
8474587,Greg Nemisz,R,"Courtice, ON, Canada",Canada,"6'3""",197,"June 5, 1990",June,1990,24,CGY,2008,1,25,2007-2008,Regular Season,WINDSOR SPITFIRES-OHL,68,34,33,67,28,52,15,0,0,0,0,15,15,100,30,OHL
8474587,Greg Nemisz,R,"Courtice, ON, Canada",Canada,"6'3""",197,"June 5, 1990",June,1990,24,CGY,2008,1,25,2007-2008,Playoffs,WINDSOR SPITFIRES-OHL,5,2,1,3,-4,8,1,0,0,0,0,15,15,100,30,OHL
8474674,James Wright,C,"Saskatoon, SK, Canada",Canada,"6'4""",200,"March 24, 1990",March,1990,0,TBL,2008,4,117,2007-2008,Regular Season,VANCOUVER GIANTS-WHL,60,13,23,36,4,21,4,0,0,0,0,146,146,1570,52,WHL
8474674,James Wright,C,"Saskatoon, SK, Canada",Canada,"6'4""",200,"March 24, 1990",March,1990,0,TBL,2008,4,117,2007-2008,Playoffs,VANCOUVER GIANTS-WHL,6,1,0,1,-3,2,1,0,0,0,0,146,146,1570,52,WHL
8474657,Jamie Arniel,C,"Kingston, ON, Canada",Canada,"5'11""",183,"November 16, 1989",November,1989,0,BOS,2008,4,97,2007-2008,Regular Season,GUELPH STORM-OHL,20,9,4,13,-2,16,4,0,0,0,0,1,1,12,27,OHL
8474657,Jamie Arniel,C,"Kingston, ON, Canada",Canada,"5'11""",183,"November 16, 1989",November,1989,0,BOS,2008,4,97,2007-2008,Regular Season,SARNIA STING-OHL,40,18,16,34,-10,22,3,0,0,0,0,1,1,12,27,OHL
8474657,Jamie Arniel,C,"Kingston, ON, Canada",Canada,"5'11""",183,"November 16, 1989",November,1989,0,BOS,2008,4,97,2007-2008,Playoffs,GUELPH STORM-OHL,0,0,0,0,0,0,0,0,0,0,0,1,1,12,27,OHL
8474657,Jamie Arniel,C,"Kingston, ON, Canada",Canada,"5'11""",183,"November 16, 1989",November,1989,0,BOS,2008,4,97,2007-2008,Playoffs,SARNIA STING-OHL,9,2,2,4,0,6,1,0,0,0,0,1,1,12,27,OHL
8474716,Jared Spurgeon,D,"Edmonton, AB, Canada",Canada,"5'9""",176,"November 29, 1989",November,1989,24,NYI,2008,6,156,2007-2008,Regular Season,SPOKANE CHIEFS-WHL,69,12,31,43,36,19,5,0,0,0,0,295,295,6161,175,WHL
8474716,Jared Spurgeon,D,"Edmonton, AB, Canada",Canada,"5'9""",176,"November 29, 1989",November,1989,24,NYI,2008,6,156,2007-2008,Playoffs,SPOKANE CHIEFS-WHL,21,0,5,5,7,16,0,0,0,0,0,295,295,6161,175,WHL
8474615,Jared Staal,R,"Thunder Bay, ON, Canada",Canada,"6'4""",210,"August 21, 1990",August,1990,24,PHX,2008,2,49,2007-2008,Regular Season,SUDBURY WOLVES-OHL,60,21,28,49,-11,44,9,0,0,0,0,2,2,27,38,OHL
8474615,Jared Staal,R,"Thunder Bay, ON, Canada",Canada,"6'4""",210,"August 21, 1990",August,1990,24,PHX,2008,2,49,2007-2008,Playoffs,SUDBURY WOLVES-OHL,0,0,0,0,0,0,0,0,0,0,0,2,2,27,38,OHL
8474218,Jason Demers,D,"Dorval, QC, Canada",Canada,"6'1""",195,"June 9, 1988",June,1988,26,SJS,2008,7,186,2007-2008,Regular Season,VICTORIAVILLE TIGRES-QMJHL,67,9,55,64,-6,91,4,0,0,0,0,361,361,6630,195,QMJHL
8474218,Jason Demers,D,"Dorval, QC, Canada",Canada,"6'1""",195,"June 9, 1988",June,1988,26,SJS,2008,7,186,2007-2008,Playoffs,VICTORIAVILLE TIGRES-QMJHL,6,1,5,6,-5,6,0,0,0,0,0,361,361,6630,195,QMJHL
8474586,Jordan Eberle,R,"Regina, SK, Canada",Canada,"5'11""",183,"May 15, 1990",May,1990,24,EDM,2008,1,22,2007-2008,Regular Season,REGINA PATS-WHL,70,42,33,75,5,20,16,1,0,0,0,356,356,6611,29,WHL
8474586,Jordan Eberle,R,"Regina, SK, Canada",Canada,"5'11""",183,"May 15, 1990",May,1990,24,EDM,2008,1,22,2007-2008,Playoffs,REGINA PATS-WHL,5,2,4,6,-2,7,2,0,0,0,0,356,356,6611,29,WHL
8474573,Josh Bailey,L,"Bowmanville, ON, Canada",Canada,"6'1""",194,"October 2, 1989",October,1989,25,NYI,2008,1,9,2007-2008,Regular Season,WINDSOR SPITFIRES-OHL,67,29,67,96,30,32,9,0,0,0,0,476,476,7642,360,OHL
8474573,Josh Bailey,L,"Bowmanville, ON, Canada",Canada,"6'1""",194,"October 2, 1989",October,1989,25,NYI,2008,1,9,2007-2008,Playoffs,WINDSOR SPITFIRES-OHL,5,1,5,6,-5,2,1,0,0,0,0,476,476,7642,360,OHL
8474731,Justin DiBenedetto,C,"Maple, ON, Canada",Canada,"6'0""",198,"August 25, 1988",August,1988,26,NYI,2008,6,175,2007-2008,Regular Season,SARNIA STING-OHL,58,39,54,93,12,61,19,5,0,0,0,8,8,73,360,OHL
8474731,Justin DiBenedetto,C,"Maple, ON, Canada",Canada,"6'0""",198,"August 25, 1988",August,1988,26,NYI,2008,6,175,2007-2008,Playoffs,SARNIA STING-OHL,9,3,7,10,-1,12,2,0,0,0,0,8,8,73,360,OHL
8474642,Lance Bouma,C,"Provost, AB, Canada",Canada,"6'1""",210,"March 25, 1990",March,1990,24,CGY,2008,3,78,2007-2008,Regular Season,VANCOUVER GIANTS-WHL,71,12,23,35,10,93,1,1,0,0,0,199,199,2444,63,WHL
8474642,Lance Bouma,C,"Provost, AB, Canada",Canada,"6'1""",210,"March 25, 1990",March,1990,24,CGY,2008,3,78,2007-2008,Playoffs,VANCOUVER GIANTS-WHL,10,0,1,1,-2,8,0,0,0,0,0,199,199,2444,63,WHL
8474609,Luke Adam,C,"St. John's, NL, Canada",Canada,"6'2""",206,"June 18, 1990",June,1990,24,BUF,2008,2,44,2007-2008,Regular Season,ST. JOHN'S FOG DEVILS-QMJHL,70,36,30,66,9,72,7,1,0,0,0,90,90,1070,80,QMJHL
8474609,Luke Adam,C,"St. John's, NL, Canada",Canada,"6'2""",206,"June 18, 1990",June,1990,24,BUF,2008,2,44,2007-2008,Playoffs,ST. JOHN'S FOG DEVILS-QMJHL,6,3,5,8,-1,8,2,0,0,0,0,90,90,1070,80,QMJHL
8474568,Luke Schenn,D,"Saskatoon, SK, Canada",Canada,"6'2""",229,"November 2, 1989",November,1989,24,TOR,2008,1,5,2007-2008,Regular Season,KELOWNA ROCKETS-WHL,57,7,21,28,5,100,1,0,0,0,0,494,494,9324,8,WHL
8474568,Luke Schenn,D,"Saskatoon, SK, Canada",Canada,"6'2""",229,"November 2, 1989",November,1989,24,TOR,2008,1,5,2007-2008,Playoffs,KELOWNA ROCKETS-WHL,7,2,2,4,-3,6,1,0,0,0,0,494,494,9324,8,WHL
8474631,Marc-Andre Bourdon,D,"St-Hyacinthe, QC, Canada",Canada,"6'0""",206,"September 17, 1989",September,1989,0,PHI,2008,3,67,2007-2008,Regular Season,ROUYN-NORANDA HUSKIES-QMJHL,69,12,47,59,39,114,6,0,0,0,0,45,45,729,360,QMJHL
8474631,Marc-Andre Bourdon,D,"St-Hyacinthe, QC, Canada",Canada,"6'0""",206,"September 17, 1989",September,1989,0,PHI,2008,3,67,2007-2008,Playoffs,ROUYN-NORANDA HUSKIES-QMJHL,17,2,16,18,10,25,2,0,0,0,0,45,45,729,360,QMJHL
8474618,Marco Scandella,D,"Montreal, QC, Canada",Canada,"6'1""",205,"February 23, 1990",February,1990,24,MIN,2008,2,55,2007-2008,Regular Season,VAL-D'OR FOREURS-QMJHL,65,4,10,14,-22,35,0,0,0,0,0,229,229,4578,360,QMJHL
8474618,Marco Scandella,D,"Montreal, QC, Canada",Canada,"6'1""",205,"February 23, 1990",February,1990,24,MIN,2008,2,55,2007-2008,Playoffs,VAL-D'OR FOREURS-QMJHL,4,0,1,1,-7,4,0,0,0,0,0,229,229,4578,360,QMJHL
8474717,Mark Barberio,D,"Montreal, QC, Canada",Canada,"6'1""",185,"March 23, 1990",March,1990,24,TBL,2008,6,152,2007-2008,Regular Season,MONCTON WILDCATS-QMJHL,70,11,35,46,-3,75,8,0,0,0,0,103,103,1618,103,QMJHL
8474717,Mark Barberio,D,"Montreal, QC, Canada",Canada,"6'1""",185,"March 23, 1990",March,1990,24,TBL,2008,6,152,2007-2008,Playoffs,MONCTON WILDCATS-QMJHL,0,0,0,0,0,0,0,0,0,0,0,103,103,1618,103,QMJHL
8474685,Matt Calvert,L,"Brandon, MB, Canada",Canada,"5'11""",187,"December 24, 1989",December,1989,24,CBJ,2008,5,127,2007-2008,Regular Season,BRANDON WHEAT KINGS-WHL,72,24,40,64,0,53,0,0,0,0,0,209,209,2979,54,WHL
8474685,Matt Calvert,L,"Brandon, MB, Canada",Canada,"5'11""",187,"December 24, 1989",December,1989,24,CBJ,2008,5,127,2007-2008,Playoffs,BRANDON WHEAT KINGS-WHL,6,1,2,3,0,2,0,0,0,0,0,209,209,2979,54,WHL
8474709,Matt Martin,L,"Windsor, ON, Canada",Canada,"6'3""",215,"May 8, 1989",May,1989,25,NYI,2008,5,148,2007-2008,Regular Season,SARNIA STING-OHL,66,25,13,38,0,155,0,0,0,0,0,358,358,4175,360,OHL
8474709,Matt Martin,L,"Windsor, ON, Canada",Canada,"6'3""",215,"May 8, 1989",May,1989,25,NYI,2008,5,148,2007-2008,Playoffs,SARNIA STING-OHL,9,3,3,6,0,16,0,0,0,0,0,358,358,4175,360,OHL
8474584,Michael Del Zotto,D,"Stouffville, ON, Canada",Canada,"6'0""",195,"June 24, 1990",June,1990,24,NYR,2008,1,20,2007-2008,Regular Season,OSHAWA GENERALS-OHL,64,16,47,63,7,82,8,5,0,0,0,381,381,7784,17,OHL
8474584,Michael Del Zotto,D,"Stouffville, ON, Canada",Canada,"6'0""",195,"June 24, 1990",June,1990,24,NYR,2008,1,20,2007-2008,Playoffs,OSHAWA GENERALS-OHL,15,2,6,8,1,38,0,0,0,0,0,381,381,7784,17,OHL
8474628,Michael Stone,D,"Winnipeg, MB, Canada",Canada,"6'3""",210,"June 7, 1990",June,1990,24,PHX,2008,3,69,2007-2008,Regular Season,CALGARY HITMEN-WHL,71,10,25,35,3,28,7,0,0,0,0,204,204,3811,61,WHL
8474628,Michael Stone,D,"Winnipeg, MB, Canada",Canada,"6'3""",210,"June 7, 1990",June,1990,24,PHX,2008,3,69,2007-2008,Playoffs,CALGARY HITMEN-WHL,14,3,4,7,0,10,3,0,0,0,0,204,204,3811,61,WHL
8474598,Nicolas Deschamps,C,"Lasalle, QC, Canada",Canada,"6'0""",173,"January 6, 1990",January,1990,0,ANA,2008,2,35,2007-2008,Regular Season,CHICOUTIMI SAGUENEENS-QMJHL,70,24,43,67,12,63,5,0,0,0,0,3,3,20,34,QMJHL
8474598,Nicolas Deschamps,C,"Lasalle, QC, Canada",Canada,"6'0""",173,"January 6, 1990",January,1990,0,ANA,2008,2,35,2007-2008,Playoffs,CHICOUTIMI SAGUENEENS-QMJHL,6,2,3,5,0,6,0,0,0,0,0,3,3,20,34,QMJHL
8474616,Patrice Cormier,C,"Moncton, NB, Canada",Canada,"6'2""",215,"June 14, 1990",June,1990,24,NJD,2008,2,54,2007-2008,Regular Season,RIMOUSKI OCEANIC-QMJHL,51,18,23,41,11,84,4,0,0,0,0,50,50,367,99,QMJHL
8474616,Patrice Cormier,C,"Moncton, NB, Canada",Canada,"6'2""",215,"June 14, 1990",June,1990,24,NJD,2008,2,54,2007-2008,Playoffs,RIMOUSKI OCEANIC-QMJHL,9,4,5,9,2,10,1,0,0,0,0,50,50,367,99,QMJHL
8474605,Patrick Wiercioch,D,"Burnaby, BC, Canada",Canada,"6'5""",206,"September 12, 1990",September,1990,24,OTT,2008,2,42,2007-2008,Regular Season,OMAHA LANCERS-USHL,40,3,18,21,12,24,3,0,0,0,0,159,159,2649,144,USHL
8474605,Patrick Wiercioch,D,"Burnaby, BC, Canada",Canada,"6'5""",206,"September 12, 1990",September,1990,24,OTT,2008,2,42,2007-2008,Playoffs,OMAHA LANCERS-USHL,14,2,9,11,1,22,1,0,0,0,0,159,159,2649,144,USHL
8474691,Philippe Cornet,L,"Val-Senneville, QC, Canada",Canada,"6'0""",196,"March 28, 1990",March,1990,0,EDM,2008,5,133,2007-2008,Regular Season,RIMOUSKI OCEANIC-QMJHL,61,23,26,49,14,24,3,0,0,0,0,2,2,21,37,QMJHL
8474691,Philippe Cornet,L,"Val-Senneville, QC, Canada",Canada,"6'0""",196,"March 28, 1990",March,1990,0,EDM,2008,5,133,2007-2008,Playoffs,RIMOUSKI OCEANIC-QMJHL,9,3,3,6,-2,6,0,0,0,0,0,2,2,21,37,QMJHL
8474629,Shawn Lalonde,D,"Ottawa, ON, Canada",Canada,"6'1""",204,"March 10, 1990",March,1990,24,CHI,2008,3,68,2007-2008,Regular Season,BELLEVILLE BULLS-OHL,66,9,22,31,28,67,2,0,0,0,0,1,1,15,59,OHL
8474629,Shawn Lalonde,D,"Ottawa, ON, Canada",Canada,"6'1""",204,"March 10, 1990",March,1990,24,CHI,2008,3,68,2007-2008,Playoffs,BELLEVILLE BULLS-OHL,21,2,7,9,7,25,0,0,0,0,0,1,1,15,59,OHL
8474762,Stefan Della Rovere,L,"Richmond Hill, ON, Canada",Canada,"5'11""",205,"February 25, 1990",February,1990,0,WSH,2008,7,204,2007-2008,Regular Season,BARRIE COLTS-OHL,68,13,19,32,-14,171,5,0,0,0,0,7,7,43,360,OHL
8474762,Stefan Della Rovere,L,"Richmond Hill, ON, Canada",Canada,"5'11""",205,"February 25, 1990",February,1990,0,WSH,2008,7,204,2007-2008,Playoffs,BARRIE COLTS-OHL,9,1,2,3,-4,16,1,0,0,0,0,7,7,43,360,OHL
8474564,Steven Stamkos,C,"Markham, ON, Canada",Canada,"6'0""",190,"February 7, 1990",February,1990,24,TBL,2008,1,1,2007-2008,Regular Season,SARNIA STING-OHL,61,58,47,105,18,88,23,5,0,0,0,492,492,9721,1,OHL
8474564,Steven Stamkos,C,"Markham, ON, Canada",Canada,"6'0""",190,"February 7, 1990",February,1990,24,TBL,2008,1,1,2007-2008,Playoffs,SARNIA STING-OHL,9,11,0,11,0,20,5,1,0,0,0,492,492,9721,1,OHL
8474612,Travis Hamonic,D,"St. Malo, MB, Canada",Canada,"6'2""",217,"August 16, 1990",August,1990,24,NYI,2008,2,53,2007-2008,Regular Season,MOOSE JAW WARRIORS-WHL,61,5,17,22,5,101,2,0,0,0,0,323,323,7343,65,WHL
8474612,Travis Hamonic,D,"St. Malo, MB, Canada",Canada,"6'2""",217,"August 16, 1990",August,1990,24,NYI,2008,2,53,2007-2008,Playoffs,MOOSE JAW WARRIORS-WHL,6,0,1,1,-4,6,0,0,0,0,0,323,323,7343,65,WHL
8474585,Tyler Cuma,D,"Toronto, ON, Canada",Canada,"6'1""",194,"January 19, 1990",January,1990,0,MIN,2008,1,23,2007-2008,Regular Season,OTTAWA 67'S-OHL,59,4,28,32,4,69,2,0,0,0,0,1,1,11,18,OHL
8474585,Tyler Cuma,D,"Toronto, ON, Canada",Canada,"6'1""",194,"January 19, 1990",January,1990,0,MIN,2008,1,23,2007-2008,Playoffs,OTTAWA 67'S-OHL,4,1,1,2,-4,2,1,0,0,0,0,1,1,11,18,OHL
8474589,Tyler Ennis,C,"Edmonton, AB, Canada",Canada,"5'9""",169,"October 6, 1989",October,1989,25,BUF,2008,1,26,2007-2008,Regular Season,MEDICINE HAT TIGERS-WHL,70,43,48,91,11,42,15,0,0,0,0,345,345,6053,20,WHL
8474589,Tyler Ennis,C,"Edmonton, AB, Canada",Canada,"5'9""",169,"October 6, 1989",October,1989,25,BUF,2008,1,26,2007-2008,Playoffs,MEDICINE HAT TIGERS-WHL,5,0,4,4,-2,6,0,0,0,0,0,345,345,6053,20,WHL
8474601,Yann Sauve,D,"Montreal, QC, Canada",Canada,"6'3""",209,"February 18, 1990",February,1990,0,VAN,2008,2,41,2007-2008,Regular Season,SAINT JOHN SEA DOGS-QMJHL,69,6,15,21,1,92,1,0,0,0,0,8,8,102,25,QMJHL
8474601,Yann Sauve,D,"Montreal, QC, Canada",Canada,"6'3""",209,"February 18, 1990",February,1990,0,VAN,2008,2,41,2007-2008,Playoffs,SAINT JOHN SEA DOGS-QMJHL,14,1,2,3,-5,23,0,1,0,0,0,8,8,102,25,QMJHL
8474736,Zac Rinaldo,C,"Mississauga, ON, Canada",Canada,"5'11""",169,"June 15, 1990",June,1990,24,PHI,2008,6,178,2007-2008,Regular Season,MISSISSAUGA ST. MICHAEL'S MAJORS-OHL,63,7,7,14,-14,191,0,0,0,0,0,223,223,1795,360,OHL
8474736,Zac Rinaldo,C,"Mississauga, ON, Canada",Canada,"5'11""",169,"June 15, 1990",June,1990,24,PHI,2008,6,178,2007-2008,Playoffs,MISSISSAUGA ST. MICHAEL'S MAJORS-OHL,4,0,0,0,-3,9,0,0,0,0,0,223,223,1795,360,OHL
8474576,Zach Boychuk,L,"Airdrie, AB, Canada",Canada,"5'10""",185,"October 4, 1989",October,1989,25,CAR,2008,1,14,2007-2008,Regular Season,LETHBRIDGE HURRICANES-WHL,61,33,39,72,26,80,12,0,0,0,0,127,127,1348,13,WHL
8474576,Zach Boychuk,L,"Airdrie, AB, Canada",Canada,"5'10""",185,"October 4, 1989",October,1989,25,CAR,2008,1,14,2007-2008,Playoffs,LETHBRIDGE HURRICANES-WHL,18,13,8,21,4,6,4,0,0,0,0,127,127,1348,13,WHL
8474250,Zack Smith,C,"Maple Creek, SK, Canada",Canada,"6'2""",210,"April 5, 1988",April,1988,26,OTT,2008,3,79,2007-2008,Regular Season,SWIFT CURRENT BRONCOS-WHL,72,22,47,69,31,136,7,3,0,0,0,319,319,4422,360,WHL
8474250,Zack Smith,C,"Maple Creek, SK, Canada",Canada,"6'2""",210,"April 5, 1988",April,1988,26,OTT,2008,3,79,2007-2008,Playoffs,SWIFT CURRENT BRONCOS-WHL,12,5,5,10,-1,29,2,1,0,0,0,319,319,4422,360,WHL
8474005,Alex Grant,D,"Antigonish, NS, Canada",Canada,"6'4""",205,"January 20, 1989",January,1989,25,PIT,2007,4,118,2006-2007,Regular Season,SAINT JOHN SEA DOGS-QMJHL,68,12,20,32,-32,108,8,1,2,0,0,2,2,24,238,QMJHL
8474005,Alex Grant,D,"Antigonish, NS, Canada",Canada,"6'4""",205,"January 20, 1989",January,1989,25,PIT,2007,4,118,2006-2007,Playoffs,SAINT JOHN SEA DOGS-QMJHL,0,0,0,0,0,0,0,0,0,0,0,2,2,24,238,QMJHL
8474046,Alex Plante,D,"Brandon, MB, Canada",Canada,"6'4""",230,"May 9, 1989",May,1989,0,EDM,2007,1,15,2006-2007,Regular Season,CALGARY HITMEN-WHL,58,8,30,38,18,81,6,0,0,0,0,10,10,131,87,WHL
8474046,Alex Plante,D,"Brandon, MB, Canada",Canada,"6'4""",230,"May 9, 1989",May,1989,0,EDM,2007,1,15,2006-2007,Playoffs,CALGARY HITMEN-WHL,13,5,6,11,0,14,4,0,0,0,0,10,10,131,87,WHL
8474061,Anthony Peluso,R,"North York, ON, Canada",Canada,"6'3""",235,"April 18, 1989",April,1989,25,STL,2007,6,160,2006-2007,Regular Season,ERIE OTTERS-OHL,52,7,3,10,-33,176,2,0,0,0,0,107,58,331,222,OHL
