id,PlayerName,DraftAge_norm,country_group,Height_norm,Weight_norm,Position,DraftYear,Overall,CSS_rank_norm,rs_GP_norm,rs_G_norm,rs_A_norm,rs_P_norm,rs_PIM_norm,rs_PlusMinus_norm,po_GP_norm,po_G_norm,po_A_norm,po_P_norm,po_PIM_norm,po_PlusMinus_norm,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0
8468704,Antti Miettinen,0.142857143,EURO,0.357142857,0.278846154,R,2000,224,,0.855555556,0.410958904,0.539215686,0.537974684,0.079331942,0.552,0.3,0.095238095,0.230769231,0.173913043,0.016666667,0.375,169,2172,yes
8468700,Paul Gaustad,0,USA,0.714285714,0.634615385,C,2000,220,,0.622222222,0.082191781,0.078431373,0.088607595,0.229645094,0.552,0,0,0,0,0,0.375,133,1670,yes
8468694,Peter Bartos,0.642857143,EURO,0.357142857,0.230769231,L,2000,214,,0.677777778,0.356164384,0.254901961,0.329113924,0.054279749,0.552,0.1,0,0.038461538,0.02173913,0.05,0.375,13,180,yes
8468561,Alexandre Kharitonov,0.428571429,EURO,0.071428571,0.086538462,R,2000,81,,0.455555556,0.219178082,0.225490196,0.246835443,0.058455115,0.552,0.566666667,0.380952381,0.153846154,0.260869565,0.083333333,0.375,71,789,yes
8468577,Niclas Wallin,0.5,EURO,0.571428571,0.567307692,D,2000,97,,0.588888889,0.109589041,0.098039216,0.113924051,0.173277662,0.552,0.366666667,0.095238095,0.038461538,0.065217391,0.116666667,0.375,340,5558,yes
8468578,Jonas Ronnqvist,0.642857143,EURO,0.5,0.375,R,2000,98,,0.622222222,0.205479452,0.264705882,0.265822785,0.087682672,0.552,0.266666667,0.142857143,0.115384615,0.130434783,0.033333333,0.375,38,403,yes
8468598,Lubomir Visnovsky,0.428571429,EURO,0.214285714,0.298076923,D,2000,118,,0.677777778,0.287671233,0.294117647,0.32278481,0.083507307,0.552,0.266666667,0.238095238,0.115384615,0.173913043,0.133333333,0.375,417,8587,yes
8468612,Maxim Sushinsky,0.571428571,EURO,0.142857143,0.182692308,R,2000,132,,0.477777778,0.301369863,0.245098039,0.297468354,0.121085595,0.552,0.266666667,0.095238095,0.192307692,0.152173913,0.05,0.375,30,420,yes
8468613,Petteri Nummelin,0.714285714,EURO,0.214285714,0.259615385,D,2000,133,,0.544444444,0.232876712,0.264705882,0.278481013,0.041753653,0.552,0.166666667,0,0.115384615,0.065217391,0,0.375,112,2084,yes
8468615,Michael Danton,0.142857143,CAN,0.142857143,0.288461538,C,2000,135,,0.7,0.479452055,0.529411765,0.563291139,0.450939457,0.552,1,0.380952381,0.653846154,0.543478261,1,0.375,87,979,yes
8468654,Jarno Kultanen,0.642857143,EURO,0.5,0.355769231,D,2000,174,,0.566666667,0.109589041,0.098039216,0.113924051,0.171189979,0.552,0.366666667,0,0,0,0.066666667,0.375,102,1720,yes
8468656,Jukka Hentunen,0.571428571,EURO,0.214285714,0.278846154,R,2000,176,,0.688888889,0.273972603,0.303921569,0.32278481,0.183716075,0.552,0.266666667,0.19047619,0.076923077,0.130434783,0.1,0.375,38,440,yes
8468660,Darcy Hordichuk,0.142857143,CAN,0.428571429,0.519230769,L,2000,180,,0.7,0.082191781,0.078431373,0.088607595,0.561586639,0.552,0.366666667,0.19047619,0.076923077,0.130434783,0.358333333,0.375,257,1528,yes
8468770,Simon Gamache,0.071428571,CAN,0.214285714,0.240384615,L,2000,290,,0.8,0.876712329,0.774509804,0.905063291,0.154488518,0.552,0,0,0,0,0,0.375,37,390,yes
8467541,Petr Hubacek,0.071428571,EURO,0.5,0.230769231,C,1998,243,,0.722222222,0.205479452,0.147058824,0.189873418,0,0.552,0,0,0,0,0,0.375,6,68,yes
8459069,Jiri Dopita,0.857142857,EURO,0.642857143,0.586538462,C,1998,123,,0.8,0.369863014,0.401960784,0.430379747,0.154488518,0.552,0.333333333,0.571428571,0.230769231,0.391304348,0.033333333,0.375,73,1082,yes
8467371,Mike Ribeiro,0,CAN,0.357142857,0.173076923,C,1998,45,,0.744444444,0.547945205,0.833333333,0.791139241,0.114822547,0.552,0.2,0.142857143,0.038461538,0.086956522,0,0.375,197,2782,yes
8467372,Justin Papineau,0.142857143,CAN,0.285714286,0.182692308,C,2000,75,,0.666666667,0.547945205,0.352941176,0.481012658,0.108559499,0.696,0.533333333,0.19047619,0.461538462,0.347826087,0.133333333,0.375,81,696,yes
8467381,Ryan Barnes,0,CAN,0.428571429,0.384615385,L,1998,55,,0.511111111,0.178082192,0.176470588,0.196202532,0.231732777,0.552,0.333333333,0,0.076923077,0.043478261,0.2,0.375,2,5,yes
8467383,Tyler Bouck,0,CAN,0.357142857,0.336538462,L,1998,57,,0.722222222,0.150684932,0.254901961,0.234177215,0.187891441,0.552,0.366666667,0.047619048,0,0.02173913,0.175,0.375,73,646,yes
8467389,Brad Richards,0,CAN,0.357142857,0.365384615,C,1998,64,,0.755555556,0.452054795,0.803921569,0.727848101,0.091858038,0.552,0.633333333,0.380952381,0.923076923,0.695652174,0.016666667,0.375,326,6257,yes
8467393,Jarkko Ruutu,0.357142857,EURO,0.428571429,0.413461538,L,1998,68,,0.522222222,0.150684932,0.098039216,0.132911392,0.379958246,0.552,0.3,0.333333333,0.153846154,0.239130435,0.083333333,0.375,185,1929,yes
8467403,Peter Nordstrom,0.428571429,EURO,0.428571429,0.375,R,1998,78,,0.5,0.082191781,0.18627451,0.158227848,0.096033403,0.552,0.4,0.238095238,0.269230769,0.260869565,0.066666667,0.375,2,16,yes
8467407,Brian Gionta,0.071428571,USA,0,0.163461538,R,1998,82,,0.444444444,0.410958904,0.31372549,0.392405063,0.091858038,0.552,0,0,0,0,0,0.375,166,2403,yes
8467408,Matt Walker,0,CAN,0.642857143,0.519230769,D,1998,83,,0.711111111,0.02739726,0.12745098,0.094936709,0.258872651,0.552,0.666666667,0,0,0,0.191666667,0.375,30,337,yes
8467414,Ryan Jardine,0,CAN,0.357142857,0.471153846,L,1998,89,,0.722222222,0.383561644,0.31372549,0.379746835,0.033402923,0.552,0,0,0,0,0,0.375,8,71,yes
8467356,Ramzi Abid,0.142857143,CAN,0.5,0.471153846,L,2000,85,,0.8,0.917808219,0.892156863,1,0.436325678,0.864,0.466666667,0.761904762,0.653846154,0.717391304,0.216666667,0.375,68,824,yes
8467336,Mike Rupp,0.142857143,USA,0.714285714,0.711538462,L,2000,76,,0.644444444,0.438356164,0.205882353,0.335443038,0.279749478,0.584,0.433333333,0.238095238,0.192307692,0.217391304,0.183333333,0.375,199,1796,yes
8466394,Brad Moran,0.071428571,CAN,0.285714286,0.201923077,C,1998,191,,0.8,0.726027397,0.480392157,0.64556962,0.133611691,0.552,0.6,0.476190476,0.307692308,0.391304348,0.166666667,0.375,5,43,yes
8464963,Lance Ward,0.142857143,CAN,0.571428571,0.509615385,R,1998,63,,0.788888889,0.109589041,0.245098039,0.208860759,0.486430063,0.496,0.166666667,0,0,0,0.133333333,0.375,209,2395,yes
8465003,Pierre Dagenais,0.142857143,CAN,0.714285714,0.548076923,R,1998,105,,0.666666667,0.904109589,0.656862745,0.841772152,0.104384134,0.872,0.2,0.285714286,0.076923077,0.173913043,0.016666667,0.375,110,1320,yes
8465016,Scott Parker,0.142857143,USA,0.714285714,0.759615385,R,1998,20,,0.788888889,0.410958904,0.215686275,0.329113924,0.507306889,0.52,0.233333333,0.285714286,0,0.130434783,0.191666667,0.375,252,1401,yes
8465020,Gordie Dwyer,0.142857143,CAN,0.571428571,0.394230769,L,1998,152,,0.655555556,0.246575342,0.264705882,0.284810127,0.762004175,0.6,0.466666667,0.19047619,0.346153846,0.282608696,0.558333333,0.375,108,616,yes
8465028,Boyd Kane,0.142857143,CAN,0.5,0.653846154,L,1998,114,,0.755555556,0.657534247,0.441176471,0.588607595,0.277661795,0.856,0.3,0.238095238,0.269230769,0.260869565,0.241666667,0.375,7,70,yes
8465165,Evgeny Korolev,0.142857143,EURO,0.428571429,0.509615385,D,1998,182,,0.711111111,0.123287671,0.303921569,0.253164557,0.1565762,0.432,0.5,0.095238095,0.269230769,0.195652174,0.241666667,0.375,42,584,yes
8466130,Andrei Bashkirov,0.714285714,EURO,0.357142857,0.519230769,L,1998,132,,0.922222222,0.424657534,0.529411765,0.537974684,0.043841336,0.552,0.133333333,0.095238095,0.076923077,0.086956522,0.016666667,0.375,30,289,yes
8466145,Nick Boynton,0.142857143,CAN,0.428571429,0.548076923,D,1999,21,,0.622222222,0.164383562,0.529411765,0.417721519,0.181628392,0.976,0.466666667,0.095238095,0.576923077,0.369565217,0.183333333,0.375,299,6308,yes
8466211,Robert Schnabel,0.142857143,EURO,0.714285714,0.682692308,D,1998,129,,0.677777778,0.01369863,0.215686275,0.14556962,0.298538622,0.552,0.166666667,0,0,0,0.133333333,0.375,22,303,yes
8466349,Kent McDonell,0.142857143,CAN,0.5,0.326923077,R,1999,181,,0.666666667,0.424657534,0.37254902,0.436708861,0.229645094,0.808,0.366666667,0.19047619,0.115384615,0.152173913,0.3,0.375,32,324,yes
8467417,Eric Beaudoin,0,CAN,0.714285714,0.567307692,L,1998,92,,0.688888889,0.123287671,0.12745098,0.139240506,0.089770355,0.552,0.566666667,0.142857143,0.153846154,0.152173913,0.066666667,0.375,53,596,yes
8467418,Tommy Vestlund,0.428571429,EURO,0.357142857,0.394230769,L,1998,93,,0.511111111,0.397260274,0.088235294,0.240506329,0.09394572,0.552,0.1,0,0.038461538,0.02173913,0,0.375,203,2023,yes
8467422,Rob Davison,0,CAN,0.5,0.519230769,D,1998,98,,0.655555556,0,0.107843137,0.069620253,0.417536534,0.552,0,0,0,0,0,0.375,70,1058,yes
8467469,Allan Rourke,0,CAN,0.5,0.519230769,D,1998,154,,0.533333333,0.068493151,0.166666667,0.139240506,0.123173278,0.552,0.2,0.047619048,0.038461538,0.043478261,0.05,0.375,25,311,yes
8467475,Jesse Fibiger,0.142857143,CAN,0.571428571,0.519230769,D,1998,178,,0.444444444,0.04109589,0.058823529,0.056962025,0.171189979,0.552,0,0,0,0,0,0.375,16,97,yes
8467483,Tyler Arnason,0.071428571,USA,0.285714286,0.413461538,C,1998,183,,0.577777778,0.506849315,0.441176471,0.518987342,0.033402923,0.552,0.133333333,0.047619048,0.038461538,0.043478261,0.016666667,0.375,185,2744,yes
8467488,Erik Westrum,0.071428571,USA,0.357142857,0.413461538,C,1998,187,,0.433333333,0.082191781,0.117647059,0.113924051,0.089770355,0.552,0,0,0,0,0,0.375,15,240,yes
8467493,Chris Neil,0.071428571,CAN,0.428571429,0.461538462,R,1998,161,,0.655555556,0.356164384,0.284313725,0.348101266,0.482254697,0.552,0,0,0,0,0,0.375,222,1846,yes
8467514,Pavel Datsyuk,0.142857143,EURO,0.285714286,0.317307692,C,1998,171,,0.511111111,0.136986301,0.12745098,0.14556962,0.016701461,0.552,0,0,0,0,0,0.375,209,3313,yes
8467516,Niko Kapanen,0.142857143,EURO,0.071428571,0.182692308,C,1998,173,,0.633333333,0.150684932,0.235294118,0.221518987,0.096033403,0.552,0,0,0,0,0,0.375,158,2060,yes
8467519,Karlis Skrastins,0.428571429,EURO,0.5,0.451923077,D,1998,230,,0.6,0.054794521,0.156862745,0.126582278,0.152400835,0.552,0.133333333,0,0,0,0,0.375,389,7958,yes
8467527,Jan Mertzig,0.714285714,EURO,0.642857143,0.548076923,D,1998,235,,0.5,0.095890411,0.078431373,0.094936709,0.056367432,0.552,0.1,0.047619048,0,0.02173913,0.033333333,0.375,23,277,yes
8467534,Johan Witehall,0.571428571,EURO,0.428571429,0.355769231,L,1998,207,,0.522222222,0.205479452,0.039215686,0.120253165,0.075156576,0.552,0.066666667,0,0,0,0.016666667,0.375,54,497,yes
8467540,Jim Fahey,0.071428571,USA,0.357142857,0.423076923,D,1998,212,,0.266666667,0.164383562,0.31372549,0.278481013,0.058455115,0.552,0,0,0,0,0,0.375,58,1042,yes
8467468,Pavel Patera,0.642857143,EURO,0.428571429,0.192307692,L,1998,153,,0.677777778,0.219178082,0.225490196,0.246835443,0.129436326,0.552,0,0,0,0,0,0.375,32,458,yes
8467466,Trent Hunter,0,CAN,0.571428571,0.538461538,R,1998,150,,0.666666667,0.178082192,0.137254902,0.170886076,0.070981211,0.552,0.266666667,0.047619048,0,0.02173913,0.033333333,0.375,85,1302,yes
8467423,Shawn Horcoff,0.142857143,CAN,0.428571429,0.471153846,C,1998,99,,0.377777778,0.191780822,0.12745098,0.170886076,0.104384134,0.552,0,0,0,0,0,0.375,268,3595,yes
8467425,Petr Schastlivy,0.071428571,EURO,0.428571429,0.413461538,L,1998,101,,0.566666667,0.205479452,0.088235294,0.151898734,0.070981211,0.552,0,0,0,0,0,0.375,129,1455,yes
8467427,Kip Brennan,0,CAN,0.642857143,0.663461538,L,1998,103,,0.533333333,0,0.098039216,0.063291139,0.392484342,0.552,0,0,0,0,0,0.375,46,219,yes
8467429,Chris Corrinet,0.142857143,USA,0.571428571,0.567307692,R,1998,107,,0.344444444,0.04109589,0.058823529,0.056962025,0.045929019,0.552,0,0,0,0,0,0.375,8,81,yes
8467439,Jaroslav Spacek,0.428571429,EURO,0.357142857,0.471153846,D,1998,117,,0.633333333,0.164383562,0.18627451,0.196202532,0.144050104,0.552,0.4,0.095238095,0.192307692,0.152173913,0.116666667,0.375,420,9069,yes
8467440,Mike Siklenka,0.071428571,CAN,0.714285714,0.759615385,R,1998,118,,0.6,0.136986301,0.166666667,0.170886076,0.250521921,0.552,0,0,0,0,0,0.375,2,6,yes
8467444,Patrick Leahy,0.071428571,USA,0.571428571,0.375,R,1998,122,,0.311111111,0,0.009803922,0.006329114,0.050104384,0.552,0,0,0,0,0,0.375,6,33,yes
8467445,Francis Belanger,0.142857143,CAN,0.5,0.692307692,L,1998,124,,0.7,0.547945205,0.323529412,0.462025316,0.795407098,0.552,0.566666667,0.666666667,0.307692308,0.47826087,0.508333333,0.375,10,45,yes
8467452,Rob Scuderi,0.142857143,USA,0.428571429,0.528846154,D,1998,134,,0.466666667,0,0.235294118,0.151898734,0.025052192,0.552,0,0,0,0,0,0.375,13,261,yes
8467461,Ryan Flinn,0,CAN,0.642857143,0.711538462,L,1998,143,,0.655555556,0.054794521,0.117647059,0.101265823,0.45302714,0.552,0.5,0.047619048,0,0.02173913,0.525,0.375,29,139,yes
8467463,Mikael Samuelsson,0.285714286,EURO,0.5,0.548076923,R,1998,145,,0.566666667,0.219178082,0.098039216,0.164556962,0.167014614,0.552,0,0,0,0,0,0.375,188,2475,yes
8468491,Pavel Vorobiev,0,EURO,0.357142857,0.317307692,R,2000,11,0,0.644444444,0.328767123,0.215686275,0.291139241,0.075156576,0.552,0.333333333,0.095238095,0.076923077,0.086956522,0,0.375,57,788,yes
8468482,Dany Heatley,0.071428571,EURO,0.571428571,0.490384615,L,2000,2,0,0.544444444,0.438356164,0.31372549,0.405063291,0.075156576,0.552,0,0,0,0,0,0.375,354,7393,yes
8467875,Daniel Sedin,0.071428571,EURO,0.428571429,0.278846154,L,1999,2,0,0.722222222,0.356164384,0.264705882,0.335443038,0.050104384,0.552,0.433333333,0.19047619,0.307692308,0.260869565,0.116666667,0.375,397,5407,yes
8467354,Dmitri Kalinin,0,EURO,0.571428571,0.471153846,D,1998,18,0,0.355555556,0,0.039215686,0.025316456,0.06263048,0.552,0,0,0,0,0,0.375,283,5866,yes
8467329,Vincent Lecavalier,0,CAN,0.642857143,0.519230769,C,1998,1,0,0.722222222,0.616438356,0.705882353,0.740506329,0.252609603,0.552,0.6,0.714285714,1,0.891304348,0.383333333,0.375,467,8325,yes
8467055,Patrik Stefan,0.071428571,EURO,0.5,0.423076923,C,1999,1,0,0.366666667,0.150684932,0.235294118,0.221518987,0.054279749,0.552,0,0,0,0,0,0.375,414,6367,yes
8468490,Mikhail Yakubov,0,EURO,0.571428571,0.394230769,C,2000,10,0.004784689,0.4,0.219178082,0.254901961,0.265822785,0.037578288,0.552,0,0,0,0,0,0.375,53,634,yes
8468484,Rostislav Klesla,0,EURO,0.571428571,0.519230769,D,2000,4,0.004784689,0.744444444,0.219178082,0.284313725,0.284810127,0.363256785,0.552,0.2,0.047619048,0.038461538,0.043478261,0.175,0.375,328,6584,yes
8467877,Pavel Brendl,0,EURO,0.428571429,0.413461538,R,1999,4,0.004784689,0.755555556,1,0.598039216,0.848101266,0.083507307,0.552,0.666666667,1,0.961538462,1,0.15,0.375,78,910,yes
8467876,Henrik Sedin,0.071428571,EURO,0.5,0.211538462,C,1999,3,0.004784689,0.7,0.205479452,0.274509804,0.272151899,0.096033403,0.552,0.433333333,0.095238095,0.307692308,0.217391304,0.05,0.375,400,5699,yes
8467352,Vitaly Vishnevski,0,EURO,0.5,0.519230769,D,1998,5,0.004784689,0.666666667,0.150684932,0.166666667,0.17721519,0.405010438,0.552,0,0,0,0,0,0.375,334,5662,yes
8467330,David Legwand,0,USA,0.5,0.442307692,C,1998,2,0.004784689,0.733333333,0.739726027,0.5,0.664556962,0.121085595,0.552,0.5,0.380952381,0.461538462,0.434782609,0.2,0.375,362,5972,yes
8468492,Alexei Smirnov,0,EURO,0.571428571,0.519230769,L,2000,12,0.009569378,0.6,0.150684932,0.117647059,0.14556962,0.154488518,0.552,0,0,0,0,0,0.375,52,446,yes
8468486,Scott Hartnell,0,CAN,0.5,0.519230769,L,2000,6,0.009569378,0.688888889,0.369863014,0.539215686,0.518987342,0.258872651,0.552,0.2,0.142857143,0.076923077,0.108695652,0.05,0.375,436,6612,yes
8467899,Martin Havlat,0,EURO,0.5,0.471153846,R,1999,26,0.009569378,0.677777778,0.438356164,0.294117647,0.392405063,0.025052192,0.552,0.266666667,0,0,0,0,0.375,298,4632,yes
8467882,Jamie Lundmark,0,CAN,0.357142857,0.346153846,C,1999,9,0.009569378,0.777777778,0.547945205,0.5,0.575949367,0.252609603,0.552,0.366666667,0.238095238,0.153846154,0.195652174,0.2,0.375,164,2036,yes
8467359,Artem Chubarov,0.071428571,EURO,0.428571429,0.423076923,C,1998,31,0.009569378,0.411111111,0.054794521,0.058823529,0.063291139,0.008350731,0.552,0,0,0,0,0,0.375,228,3034,yes
8467332,Bryan Allen,0,CAN,0.714285714,0.596153846,D,1998,4,0.009569378,0.533333333,0.082191781,0.12745098,0.120253165,0.263048017,0.552,0.166666667,0,0.192307692,0.108695652,0.15,0.375,139,2041,yes
8468498,Brooks Orpik,0.142857143,USA,0.571428571,0.557692308,D,2000,18,0.014354067,0.5,0.02739726,0.098039216,0.075949367,0.225469729,0.552,0,0,0,0,0,0.375,219,3932,yes
8468483,Marian Gaborik,0,EURO,0.428571429,0.423076923,R,2000,3,0.014354067,0.7,0.465753425,0.235294118,0.367088608,0.096033403,0.552,0.166666667,0.047619048,0.076923077,0.065217391,0.016666667,0.375,408,7139,yes
8467878,Tim Connolly,0,USA,0.428571429,0.278846154,C,1999,5,0.014354067,0.577777778,0.479452055,0.333333333,0.436708861,0.121085595,0.552,0,0,0,0,0,0.375,388,6764,yes
8467348,Christian Backman,0,EURO,0.642857143,0.471153846,D,1998,24,0.014354067,0.422222222,0.150684932,0.205882353,0.202531646,0.033402923,0.552,0.233333333,0.095238095,0.115384615,0.108695652,0.05,0.375,70,1325,yes
8467331,Brad Stuart,0.071428571,CAN,0.5,0.519230769,D,1998,3,0.014354067,0.8,0.273972603,0.441176471,0.411392405,0.171189979,0.552,0.3,0.142857143,0.153846154,0.152173913,0.083333333,0.375,354,7453,yes
