rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
39,25,US,Shane Harper,F,75,32,18,50,14,-4,11,0,,0.427,0.24,0.667
40,27,CA,Kael Mouillierat,F,69,24,26,50,110,-21,7,1,,0.348,0.377,0.725
41,24,CA,Justin Dowling,F,65,24,26,50,22,0,7,0,,0.369,0.4,0.769
42,33,US,Greg Rallo,F,72,27,22,49,38,-7,11,0,,0.375,0.306,0.681
43,26,CA,Matt Frattin,F,59,26,22,48,26,10,7,0,,0.441,0.373,0.814
44,32,CA,Kris Newbury,F,68,18,30,48,171,3,1,1,,0.265,0.441,0.706
45,22,US,T.J. Tynan,F,75,13,35,48,48,-7,5,0,,0.173,0.467,0.64
46,26,US,Will O'Neill,D,72,10,38,48,74,-16,8,0,,0.139,0.528,0.667
47,22,US,Connor Brickley,F,73,22,25,47,66,8,4,0,,0.301,0.342,0.644
48,23,CA,Brendan Shinnimin,F,64,22,25,47,80,-1,6,2,,0.344,0.391,0.734
49,28,US,Pat Cannone,F,64,14,33,47,18,11,2,0,,0.219,0.516,0.734
50,24,US,Danny Kristo,F,72,22,24,46,35,11,4,1,,0.306,0.333,0.639
51,21,CA,Tyler Graovac,F,73,21,25,46,26,-8,9,1,,0.288,0.342,0.63
52,29,CA,Mark Mancari,F,74,13,33,46,41,-6,2,0,,0.176,0.446,0.622
53,22,RU,Stanislav Galiev,F,67,25,20,45,24,5,15,0,,0.373,0.299,0.672
54,22,US,Michael Mersch,F,76,22,23,45,25,20,7,2,,0.289,0.303,0.592
55,24,CA,Gabriel Dumont,F,66,20,25,45,88,0,5,2,,0.303,0.379,0.682
56,22,US,Conor Sheary,F,58,20,25,45,8,0,5,0,,0.345,0.431,0.776
57,26,CA,Spencer Abbott,F,65,19,26,45,16,-1,4,1,,0.292,0.4,0.692
58,27,US,Brett Olson,F,76,14,31,45,58,11,3,3,,0.184,0.408,0.592
59,24,US,Aaron Ness,D,74,8,37,45,62,-10,2,1,,0.108,0.5,0.608
60,22,US,Austin Watson,F,76,26,18,44,34,-2,4,1,,0.342,0.237,0.579
61,21,CA,Mark McNeill,F,63,23,21,44,23,14,4,1,,0.365,0.333,0.698
62,22,US,Chase Balisy,F,73,21,23,44,30,-9,6,1,,0.288,0.315,0.603
63,25,CA,Derek Hulak,F,68,21,23,44,26,1,5,1,,0.309,0.338,0.647
64,28,US,Sean Backman,F,76,19,25,44,34,17,3,0,,0.25,0.329,0.579
65,27,CA,Harrison Zolnierczyk,F,60,18,26,44,78,-3,7,1,,0.3,0.433,0.733
66,31,CA,Andrew Ebbett,F,44,17,27,44,12,19,5,1,,0.386,0.614,1
67,35,CA,Tom Kostopoulos,F,72,16,28,44,62,3,4,0,,0.222,0.389,0.611
68,24,CA,Phil Varone,F,55,15,29,44,22,-7,5,0,,0.273,0.527,0.8
69,26,CA,Brandon DeFazio,F,75,21,22,43,92,4,3,3,,0.28,0.293,0.573
70,22,US,Garret Ross,F,69,21,22,43,100,20,2,0,,0.304,0.319,0.623
71,23,CA,Justin Shugg,F,65,21,22,43,28,-20,7,0,,0.323,0.338,0.662
72,23,CA,Alexandre Grenier,F,67,17,26,43,71,13,11,0,,0.254,0.388,0.642
73,22,US,Kenny Agostino,F,67,15,28,43,52,1,2,3,,0.224,0.418,0.642
74,24,US,Tim Schaller,F,65,15,28,43,116,3,4,1,,0.231,0.431,0.662
75,22,CA,Jordan Martinook,F,62,15,28,43,41,9,1,2,,0.242,0.452,0.694
76,21,RU,Alexander Khokhlachev,F,61,15,28,43,28,-2,4,0,,0.246,0.459,0.705
77,21,CH,Sven Andrighetto,F,60,14,29,43,42,-6,4,0,,0.233,0.483,0.717
78,24,CA,Brandon Manning,D,60,11,32,43,150,-13,6,0,,0.183,0.533,0.717
79,23,CA,Landon Ferraro,F,70,27,15,42,61,14,0,3,,0.386,0.214,0.6
80,21,CA,Colton Sissons,F,76,25,17,42,27,0,6,0,,0.329,0.224,0.553
81,21,CA,Ty Rattie,F,59,21,21,42,12,7,5,0,,0.356,0.356,0.712
82,22,US,Nick Shore,F,38,20,22,42,16,23,7,3,,0.526,0.579,1.105
83,20,CA,Emile Poirier,F,55,19,23,42,50,7,6,0,,0.345,0.418,0.764
84,29,CA,Andrew Gordon,F,76,18,24,42,22,-10,3,0,,0.237,0.316,0.553
85,23,CA,Byron Froese,F,49,18,24,42,28,20,3,2,,0.367,0.49,0.857
86,24,CA,Luke Adam,F,73,16,26,42,62,-22,3,0,,0.219,0.356,0.575
87,25,US,John Albert,F,66,16,26,42,26,-1,1,3,,0.242,0.394,0.636
88,21,US,Rocco Grimaldi,F,64,14,28,42,22,9,2,0,,0.219,0.438,0.656
89,20,US,Connor Carrick,D,73,8,34,42,132,-8,4,0,,0.11,0.466,0.575
90,26,CA,Jeremy Welsh,F,75,20,21,41,32,8,4,4,,0.267,0.28,0.547
91,22,CA,Scott Wilson,F,55,19,22,41,30,14,7,0,,0.345,0.4,0.745
92,23,SE,Carl Klingberg,F,64,17,24,41,45,-2,2,0,,0.266,0.375,0.641
93,28,US,Bryan Lerg,F,68,13,28,41,10,3,4,0,,0.191,0.412,0.603
94,28,DK,Peter Regin,F,69,10,31,41,30,2,4,0,,0.145,0.449,0.594
95,24,US,Nic Dowd,F,75,9,32,41,44,17,2,0,,0.12,0.427,0.547
96,26,US,Mike Sislo,F,65,20,20,40,53,2,9,1,,0.308,0.308,0.615
97,23,CA,Stefan Elliott,D,64,19,21,40,22,-9,13,1,,0.297,0.328,0.625
98,20,US,Henrik Samuelsson,F,68,18,22,40,56,10,7,0,,0.265,0.324,0.588
99,27,US,Evan Trupp,F,72,16,24,40,26,6,3,0,,0.222,0.333,0.556
100,26,US,Bobby Sanguinetti,D,61,16,24,40,16,24,6,0,,0.262,0.393,0.656
101,22,SE,Max Friberg,F,58,15,25,40,46,2,4,2,,0.259,0.431,0.69
102,22,CH,Sven Bärtschi,F,51,15,25,40,10,6,4,0,,0.294,0.49,0.784
103,22,SE,Johan Larsson,F,44,15,25,40,38,12,3,0,,0.341,0.568,0.909
104,28,US,Chris Mueller,F,64,14,26,40,26,-2,6,0,,0.219,0.406,0.625
105,30,US,Dylan Reese,D,72,10,30,40,42,12,3,0,,0.139,0.417,0.556
106,24,US,Jayson Megna,F,63,26,13,39,40,18,5,1,,0.413,0.206,0.619
107,23,CA,Daniel Carr,F,76,24,15,39,21,8,3,0,,0.316,0.197,0.513
108,28,US,Kevin Porter,F,76,16,23,39,25,-11,2,0,,0.211,0.303,0.513
109,22,CA,Max Reinhart,F,69,15,24,39,38,-11,2,1,,0.217,0.348,0.565
110,23,CA,Scott Glennie,F,69,14,25,39,47,-1,6,0,,0.203,0.362,0.565
111,25,CA,Cory Conacher,F,48,12,27,39,52,-2,6,0,,0.25,0.563,0.813
112,27,CA,Ben Street,F,44,9,30,39,10,-1,2,3,,0.205,0.682,0.886
113,23,CA,Garrett Wilson,F,71,23,15,38,80,4,8,0,,0.324,0.211,0.535
114,24,CA,Derek Grant,F,73,21,17,38,45,-9,9,1,,0.288,0.233,0.521
115,32,US,Chad Larose,F,64,20,18,38,44,-8,7,2,,0.313,0.281,0.594
116,29,CA,Mike Angelidis,F,64,20,18,38,138,2,6,0,,0.313,0.281,0.594
117,25,DE,David Wolf,F,59,20,18,38,168,8,4,0,,0.339,0.305,0.644
118,26,US,Dustin Gazley,F,72,18,20,38,36,11,2,0,,0.25,0.278,0.528
119,23,US,Mitch Callahan,F,48,16,22,38,24,3,4,0,,0.333,0.458,0.792
120,22,US,Bill Arnold,F,61,15,23,38,30,2,5,0,,0.246,0.377,0.623
121,21,CA,Phillip Danault,F,70,13,25,38,38,20,1,3,,0.186,0.357,0.543
122,21,CH,Tanner Richard,F,70,13,25,38,135,12,4,0,,0.186,0.357,0.543
123,28,US,Matt Taormina,D,76,11,27,38,24,-7,4,0,,0.145,0.355,0.5
124,22,CA,Michael Sgarbossa,F,60,10,28,38,64,-23,3,0,,0.167,0.467,0.633
125,31,CA,Nathan Paetsch,D,75,8,30,38,42,24,1,0,,0.107,0.4,0.507
126,22,CA,Greg McKegg,F,62,22,15,37,39,9,4,1,,0.355,0.242,0.597
127,29,CA,Ryan Hamilton,F,43,18,19,37,15,9,5,0,,0.419,0.442,0.86
128,32,CA,Ryan Craig,F,67,17,20,37,60,3,7,1,,0.254,0.299,0.552
129,25,US,Mark Zengerle,F,72,15,22,37,8,17,4,0,,0.208,0.306,0.514
130,20,US,Ryan Hartman,F,69,13,24,37,120,14,3,0,,0.188,0.348,0.536
131,23,US,Drew Shore,F,47,12,25,37,24,0,4,0,,0.255,0.532,0.787
132,24,FI,Michael Keränen,F,70,10,27,37,22,-12,3,0,,0.143,0.386,0.529
133,25,US,C.J. Stretch,F,67,10,27,37,56,-6,5,0,,0.149,0.403,0.552
134,23,US,Garnet Hathaway,F,72,19,17,36,77,-8,6,2,,0.264,0.236,0.5
135,26,CA,Sean Collins,F,64,17,19,36,28,-8,4,0,,0.266,0.297,0.563
136,24,CA,Corban Knight,F,58,16,20,36,20,2,2,1,,0.276,0.345,0.621
137,23,CA,Joey Hishon,F,53,16,20,36,34,-7,4,0,,0.302,0.377,0.679
138,20,RU,Mikhail Grigorenko,F,43,14,22,36,27,-5,1,0,,0.326,0.512,0.837
139,25,US,Jonathon Blum,D,66,12,24,36,18,-9,8,0,,0.182,0.364,0.545
140,24,US,Chad Ruhwedel,D,72,10,26,36,22,-6,8,0,,0.139,0.361,0.5
141,24,CA,Brandon Burlon,D,72,8,28,36,93,4,1,0,,0.111,0.389,0.5
142,21,CA,Zack Mitchell,F,76,17,18,35,12,-6,2,1,,0.224,0.237,0.461
143,30,US,Colin McDonald,F,40,14,21,35,28,-7,4,1,,0.35,0.525,0.875
144,22,RU,Vladislav Namestnikov,F,34,14,21,35,12,11,3,1,,0.412,0.618,1.029
145,22,CA,Austin Madaisky,D,53,12,23,35,28,4,2,0,,0.226,0.434,0.66
146,24,US,Justin Florek,F,73,11,24,35,33,2,2,1,,0.151,0.329,0.479
147,26,CA,Justin Hodgman,F,62,11,24,35,55,-11,3,0,,0.177,0.387,0.565
148,30,CA,Derek Meech,D,63,10,25,35,32,-8,3,1,,0.159,0.397,0.556
149,31,CA,Aaron Johnson,D,73,6,29,35,76,0,1,0,,0.082,0.397,0.479
150,22,US,Ryan Dzingel,F,66,17,17,34,50,-6,2,0,,0.258,0.258,0.515
151,21,SE,Pontus Åberg,F,69,16,18,34,28,-7,5,0,,0.232,0.261,0.493
152,26,US,Paul Carey,F,60,15,19,34,26,-3,4,1,,0.25,0.317,0.567
153,23,US,Buddy Robinson,F,75,12,22,34,69,12,0,3,,0.16,0.293,0.453
154,23,US,Ryan Carpenter,F,74,12,22,34,40,10,0,1,,0.162,0.297,0.459
155,24,US,Conor Allen,D,72,11,23,34,113,1,3,0,,0.153,0.319,0.472
156,22,CA,Freddie Hamilton,F,57,11,23,34,12,-14,3,0,,0.193,0.404,0.596
157,22,CZ,Tomas Nosek,F,55,11,23,34,22,30,1,3,,0.2,0.418,0.618
158,31,CA,Maxime Fortunus,D,65,9,25,34,31,-1,5,0,,0.138,0.385,0.523
159,26,CA,Taylor Fedun,D,65,6,28,34,37,12,2,0,,0.092,0.431,0.523
160,23,RU,Daniil Tarasov,F,54,16,17,33,27,-4,6,0,,0.296,0.315,0.611
161,21,US,Ryan Haggerty,F,76,15,18,33,34,-1,7,0,,0.197,0.237,0.434
162,24,US,Philip McRae,F,67,15,18,33,21,-13,5,0,,0.224,0.269,0.493
163,20,CA,Anthony Mantha,F,62,15,18,33,64,5,6,0,,0.242,0.29,0.532
164,25,US,Drayson Bowman,F,62,14,19,33,33,-4,4,0,,0.226,0.306,0.532
165,22,CH,Joel Vermin,F,73,12,21,33,16,1,1,0,,0.164,0.288,0.452
166,23,SK,Marek Hrivik,F,72,12,21,33,12,8,3,1,,0.167,0.292,0.458
167,26,CA,Marc Hagel,F,67,12,21,33,36,1,1,0,,0.179,0.313,0.493
168,21,FI,Joel Armia,F,54,12,21,33,61,3,2,2,,0.222,0.389,0.611
169,20,CA,Kerby Rychel,F,51,12,21,33,43,7,4,0,,0.235,0.412,0.647
170,25,CA,Alex Grant,D,58,6,27,33,57,-17,5,0,,0.103,0.466,0.569
171,23,US,Brian Dumoulin,D,62,4,29,33,18,25,1,0,,0.065,0.468,0.532
172,31,CA,Brendan Bell,D,64,2,31,33,26,-1,0,0,,0.031,0.484,0.516
173,26,CA,Brandon Mashinter,F,69,17,15,32,57,4,6,0,,0.246,0.217,0.464
174,20,CA,Andreas Athanasiou,F,55,16,16,32,25,17,1,2,,0.291,0.291,0.582
175,25,US,Justin Vaive,F,62,14,18,32,94,-3,6,0,,0.226,0.29,0.516
176,22,CA,Zach O'Brien,F,62,14,18,32,4,12,0,1,,0.226,0.29,0.516
177,18,SE,William Nylander,F,37,14,18,32,4,8,5,0,,0.378,0.486,0.865
178,23,US,Ryan Bourque,F,73,12,20,32,27,-3,2,1,,0.164,0.274,0.438
179,23,CA,Curtis Hamilton,F,63,12,20,32,38,1,3,1,,0.19,0.317,0.508
180,21,CA,Matt Puempel,F,51,12,20,32,31,-13,5,0,,0.235,0.392,0.627
181,21,CA,Josh Leivo,F,51,11,21,32,44,12,1,0,,0.216,0.412,0.627
182,26,US,Ben Youds,D,65,8,24,32,35,3,6,0,,0.123,0.369,0.492
183,20,CA,Trevor Carrick,D,76,7,25,32,94,-19,1,1,,0.092,0.329,0.421
184,24,CA,Mat Bodie,D,75,5,27,32,42,11,1,0,,0.067,0.36,0.427
185,23,US,Taylor Aronson,D,73,3,29,32,27,-15,0,0,,0.041,0.397,0.438
186,28,CA,Micheal Haley,F,68,18,13,31,106,-13,8,0,,0.265,0.191,0.456
187,20,CA,Hunter Shinkaruk,F,74,16,15,31,28,2,4,0,,0.216,0.203,0.419
188,21,CA,Lucas Lessio,F,49,15,16,31,26,-8,7,0,,0.306,0.327,0.633
189,36,CA,Jeff Hoggan,F,76,14,17,31,39,23,3,0,,0.184,0.224,0.408
190,25,US,Eric Tangradi,F,48,14,17,31,56,9,3,0,,0.292,0.354,0.646
191,20,CA,Taylor Leier,F,73,13,18,31,18,-9,4,0,,0.178,0.247,0.425
192,21,CA,Colin Smith,F,53,12,19,31,22,-7,3,1,,0.226,0.358,0.585
193,25,CA,Carter Rowney,F,63,10,21,31,31,14,2,1,,0.159,0.333,0.492
194,23,SE,Anton Lander,F,29,9,22,31,20,8,3,0,,0.31,0.759,1.069
195,19,FI,Julius Honka,D,68,8,23,31,55,-10,3,0,,0.118,0.338,0.456
196,22,CA,Turner Elson,F,59,17,13,30,52,5,2,1,,0.288,0.22,0.508
197,21,US,Reid Boucher,F,62,15,15,30,36,-6,8,0,,0.242,0.242,0.484
198,22,US,Brendan Woods,F,68,13,17,30,101,-10,2,2,,0.191,0.25,0.441
199,22,DE,Tom Kühnhackl,F,72,12,18,30,19,10,4,2,,0.167,0.25,0.417
200,21,CA,Seth Griffith,F,39,12,18,30,12,-1,7,0,,0.308,0.462,0.769
201,21,CA,Phil Di Giuseppe,F,76,11,19,30,20,-10,2,0,,0.145,0.25,0.395
202,31,CA,Shane O'Brien,D,51,11,19,30,127,6,4,0,,0.216,0.373,0.588
203,23,CA,Alex Friesen,F,60,10,20,30,57,13,1,1,,0.167,0.333,0.5
204,20,FI,Ville Pokka,D,68,8,22,30,16,0,5,0,,0.118,0.324,0.441
205,27,CA,Maxim Noreau,D,39,8,22,30,29,-4,2,0,,0.205,0.564,0.769
206,29,CA,Mike Kostka,D,63,5,25,30,35,6,1,0,,0.079,0.397,0.476
207,24,US,Anthony Bitetto,D,70,4,26,30,96,-1,0,0,,0.057,0.371,0.429
208,20,CA,Ryan Pulock,D,54,17,12,29,6,-6,13,0,,0.315,0.222,0.537
209,21,CA,Dan Catenacci,F,68,15,14,29,60,-7,2,0,,0.221,0.206,0.426
210,24,CA,Eric O'Dell,F,37,14,15,29,34,-4,3,0,,0.378,0.405,0.784
211,20,CA,Justin Auger,F,70,13,16,29,59,15,0,0,,0.186,0.229,0.414
212,23,US,Kenny Ryan,F,73,12,17,29,34,-15,0,3,,0.164,0.233,0.397
213,27,CA,Brett Sutter,F,71,12,17,29,37,-16,1,0,,0.169,0.239,0.408
214,20,CA,Brendan Gaunce,F,74,11,18,29,31,-1,2,0,,0.149,0.243,0.392
215,23,SE,Magnus Pääjärvi,F,36,11,18,29,6,3,3,0,,0.306,0.5,0.806
216,21,SK,Marek Tvrdon,F,51,10,19,29,16,17,3,0,,0.196,0.373,0.569
217,25,US,Jim O'Brien,F,32,10,19,29,26,13,4,1,,0.313,0.594,0.906
218,22,CA,Brenden Kichton,D,65,8,21,29,32,-11,3,0,,0.123,0.323,0.446
219,20,CA,Chris Tierney,F,29,8,21,29,10,8,2,0,,0.276,0.724,1
220,24,CA,Mark Cundari,D,50,7,22,29,64,-5,3,0,,0.14,0.44,0.58
221,25,CA,Brent Regner,D,71,6,23,29,29,21,0,1,,0.085,0.324,0.408
222,21,US,Jake McCabe,D,57,5,24,29,50,-3,3,0,,0.088,0.421,0.509
223,28,US,Patrick Mullen,D,54,5,24,29,32,-3,3,0,,0.093,0.444,0.537
224,23,US,Chris Brown,F,64,17,11,28,70,3,5,0,,0.266,0.172,0.438
225,23,FI,Iiro Pakarinen,F,39,17,11,28,20,17,4,0,,0.436,0.282,0.718
226,25,CA,Zac Dalpe,F,44,16,12,28,0,-7,3,1,,0.364,0.273,0.636
227,23,US,Chris Wagner,F,48,15,13,28,65,-7,2,2,,0.313,0.271,0.583
228,23,CA,Louis Leblanc,F,71,14,14,28,38,-19,6,0,,0.197,0.197,0.394
229,20,CA,Scott Kosmachuk,F,70,14,14,28,62,-28,4,0,,0.2,0.2,0.4
230,21,DK,Nicklas Jensen,F,59,14,14,28,39,-12,2,0,,0.237,0.237,0.475
231,31,US,Joseph Crabb,F,66,12,16,28,40,9,0,2,,0.182,0.242,0.424
232,20,RU,Bogdan Yakimov,F,57,12,16,28,18,7,3,0,,0.211,0.281,0.491
233,18,CZ,David Pastrnak,F,25,11,17,28,12,15,1,0,,0.44,0.68,1.12
234,24,US,Jordan Schroeder,F,35,10,18,28,10,-6,3,0,,0.286,0.514,0.8
235,23,CA,Ryan Martindale,F,64,16,11,27,10,-2,3,2,,0.25,0.172,0.422
236,20,CA,Brock McGinn,F,73,15,12,27,38,-18,3,0,,0.205,0.164,0.37
237,20,CA,Ryan Rupert,F,57,15,12,27,39,22,3,0,,0.263,0.211,0.474
238,20,CA,Scott Laughton,F,39,14,13,27,31,-16,6,1,,0.359,0.333,0.692
239,24,SE,Dennis Rasmussen,F,73,13,14,27,30,9,1,0,,0.178,0.192,0.37
240,22,US,Bryan Rust,F,45,13,14,27,14,6,3,0,,0.289,0.311,0.6
241,21,SE,Michael Schumacher,F,73,12,15,27,54,-25,2,1,,0.164,0.205,0.37
242,20,US,Stefan Matteau,F,61,12,15,27,40,9,4,0,,0.197,0.246,0.443
243,25,CA,Travis Oleksuk,F,69,10,17,27,18,-8,4,0,,0.145,0.246,0.391
244,20,CA,Gemel Smith,F,68,10,17,27,38,9,1,0,,0.147,0.25,0.397
245,22,CA,Zack Phillips,F,65,10,17,27,14,-18,2,0,,0.154,0.262,0.415
246,24,ZA,Willie Coetzee,F,46,10,17,27,22,10,3,0,,0.217,0.37,0.587
247,22,CA,Sam Carrick,F,59,9,18,27,112,-1,1,1,,0.153,0.305,0.458
248,22,BY,Roman Graborenko,D,47,9,18,27,26,0,4,0,,0.191,0.383,0.574
249,24,US,Nick Jensen,D,75,6,21,27,15,30,1,0,,0.08,0.28,0.36
250,27,US,Kyle MacKinnon,F,47,6,21,27,22,3,3,0,,0.128,0.447,0.574
251,25,CZ,Tomas Kundratek,D,59,5,22,27,28,-2,2,0,,0.085,0.373,0.458
252,32,US,Colin Stuart,F,44,17,9,26,22,-6,3,0,,0.386,0.205,0.591
253,24,US,Jeremy Langlois,F,42,16,10,26,8,4,4,0,,0.381,0.238,0.619
254,28,US,John McCarthy,F,60,14,12,26,19,4,1,0,,0.233,0.2,0.433
255,27,CA,Brayden Irwin,F,50,14,12,26,22,-2,4,0,,0.28,0.24,0.52
256,30,CA,Triston Grant,F,73,13,13,26,123,-7,3,0,,0.178,0.178,0.356
257,22,CZ,Dominik Uher,F,72,13,13,26,60,11,0,0,,0.181,0.181,0.361
258,25,CA,Dana Tyrell,F,51,13,13,26,34,2,2,0,,0.255,0.255,0.51
259,30,US,Mark Van Guilder,F,76,11,15,26,22,-6,0,1,,0.145,0.197,0.342
260,24,CA,Cody Kunyk,F,69,10,16,26,38,-13,2,0,,0.145,0.232,0.377
261,30,US,Tim Sestito,F,58,10,16,26,79,-10,2,0,,0.172,0.276,0.448
262,25,CA,Scott Timmins,F,41,10,16,26,8,1,3,0,,0.244,0.39,0.634
263,25,CA,Blake Parlett,D,67,9,17,26,67,9,1,0,,0.134,0.254,0.388
264,23,US,Jerry D'Amigo,F,59,9,17,26,47,-4,1,0,,0.153,0.288,0.441
265,20,US,Nicolas Kerdiles,F,51,9,17,26,43,-10,4,0,,0.176,0.333,0.51
266,26,US,Terry Broadhurst,F,58,8,18,26,14,-7,4,0,,0.138,0.31,0.448
267,22,CA,Ryan Spooner,F,34,8,18,26,10,-4,3,0,,0.235,0.529,0.765
268,21,CA,J.C. Lipon,F,75,5,21,26,163,-26,0,0,,0.067,0.28,0.347
269,34,CA,Greg Zanon,D,74,3,23,26,42,15,0,1,,0.041,0.311,0.351
270,24,US,Ben Hanowski,F,56,16,9,25,21,3,5,0,,0.286,0.161,0.446
271,29,CA,Zack Stortini,F,76,13,12,25,184,-5,5,0,,0.171,0.158,0.329
272,22,CA,Logan Shaw,F,69,13,12,25,25,3,3,0,,0.188,0.174,0.362
273,23,CA,Brody Sutter,F,45,12,13,25,17,-13,3,0,,0.267,0.289,0.556
274,23,US,Nick Sorkin,F,68,11,14,25,10,1,1,0,,0.162,0.206,0.368
275,31,CA,David Van der Gulik,F,57,11,14,25,39,10,1,2,,0.193,0.246,0.439
276,22,US,Jordan Oesterle,D,65,8,17,25,8,-6,1,1,,0.123,0.262,0.385
277,26,US,Eriah Hayes,F,59,8,17,25,40,4,0,0,,0.136,0.288,0.424
278,22,CA,Jerome Gauthier-Leduc,D,76,6,19,25,59,-10,2,1,,0.079,0.25,0.329
279,20,FI,Teuvo Teräväinen,F,39,6,19,25,6,-6,2,1,,0.154,0.487,0.641
280,20,CA,Slater Koekkoek,D,72,5,20,25,44,7,1,0,,0.069,0.278,0.347
281,26,CA,Andrew Bodnarchuk,D,61,5,20,25,84,12,2,0,,0.082,0.328,0.41
282,21,CA,Reece Scarlett,D,57,2,23,25,27,1,0,0,,0.035,0.404,0.439
283,23,CA,Rob Flick,F,65,19,5,24,77,11,1,1,,0.292,0.077,0.369
284,24,CA,Darren Archibald,F,70,14,10,24,107,10,0,0,,0.2,0.143,0.343
285,22,CZ,Petr Straka,F,68,14,10,24,26,-20,1,0,,0.206,0.147,0.353
286,25,CA,Zach Boychuk,F,39,12,12,24,14,-13,6,0,,0.308,0.308,0.615
287,21,SE,William Karlsson,F,52,8,16,24,2,-16,3,0,,0.154,0.308,0.462
288,32,US,Dave Steckel,F,76,7,17,24,53,-11,1,1,,0.092,0.224,0.316
289,20,CA,Derrick Pouliot,D,31,7,17,24,20,2,4,0,,0.226,0.548,0.774
290,23,US,Philip Samuelsson,D,73,5,19,24,51,5,4,0,,0.068,0.26,0.329
291,21,CA,Ryan Sproul,D,66,5,19,24,26,-5,1,0,,0.076,0.288,0.364
292,21,CA,Tyler Wotherspoon,D,61,2,22,24,20,-1,1,0,,0.033,0.361,0.393
293,22,US,Alex Aleardi,F,48,12,11,23,18,-3,3,0,,0.25,0.229,0.479
294,24,CZ,Tomas Vincour,F,38,10,13,23,10,-4,3,0,,0.263,0.342,0.605
295,27,CA,Brendan Mikkelson,D,60,9,14,23,54,10,1,0,,0.15,0.233,0.383
296,27,CA,Eric Selleck,F,74,8,15,23,185,1,0,0,,0.108,0.203,0.311
