@relation QueryResult

@attribute id numeric
@attribute PlayerName {'Jiri Dopita','Lance Ward','Pierre Dagenais','Scott Parker','Gordie Dwyer','Boyd Kane','Evgeny Korolev','Andrei Bashkirov','Nick Boynton','Robert Schnabel','Kent McDonell','Brad Moran','Tom Kostopoulos','Patrik Stefan','Vincent Lecavalier','David Legwand','Brad Stuart','Bryan Allen','Rico Fata','Manny Malhotra','Mark Bell','Mike Rupp','Jeff Heerema','Alex Tanguay','Eric Chouinard','Martin Skoula','Robyn Regehr','Mathieu Biron','Simon Gagne','Milan Kraft','Christian Backman','Jiri Fischer','Mike Van Ryn','Scott Gomez','Vitaly Vishnevski','Nik Antropov','Dmitri Kalinin','Andrew Peters','Ramzi Abid','Jonathan Cheechoo','Kyle Rossiter','Artem Chubarov','Stephen Peat','Blair Betts','Chris Nielsen','Christian Berglund','John Erskine','Ossi Vaananen','Mike Fisher','Mike Ribeiro','Justin Papineau','Norman Milley','Jonathan Girard','Jaroslav Kristek','Bobby Allen','Steve Moore','Ryan Barnes','Tyler Bouck','Chris Bala','Denis Arkhipov','Joe Dipenta','Paul Manning','Brad Richards','Alex Henry','Jarkko Ruutu','Erik Cole','Dimitri Afanasenkov','Julien Vauclair','Francois Beauchemin','Mike Pandolfo','Peter Nordstrom','Brian Gionta','Matt Walker','Alexei Ponikarovsky','Ryan Jardine','Josef Vasicek','Eric Beaudoin','Tommy Vestlund','Mikko Jokela','Rob Davison','Shawn Horcoff','Petr Schastlivy','Kip Brennan','Chris Corrinet','Miroslav Zalesak','Jaroslav Spacek','Mike Siklenka','Patrick Leahy','Francis Belanger','Tomas Kloucek','Rob Scuderi','Ryan Flinn','Mikael Samuelsson','Trent Hunter','Pavel Patera','Allan Rourke','Jesse Fibiger','Tyler Arnason','Erik Westrum','Rickard Wallin','Chris Neil','Andrei Markov','Tomas Zizka','Tomas Divisek','Ales Kotalik','Petr Svoboda','Pavel Datsyuk','Niko Kapanen','Karlis Skrastins','Jan Mertzig','Johan Witehall','Jaroslav Svoboda','Jim Fahey','Petr Hubacek','Toby Petersen','Michael Ryder','David Moravec','Michael Farrell','Martin Cibak','Bruno St. Jacques','Matt Hussey','John Pohl','Jeff MacMillan','Daniel Sedin','Henrik Sedin','Pavel Brendl','Tim Connolly','Kris Beech','Taylor Pyatt','Jamie Lundmark','Branislav Mezei','Oleg Saprykin','Denis Shvidki','Jani Rita','Jeff Jillson','David Tanabe','Barret Jackman','Konstantin Koltsov','Kirill Safronov','Barrett Heisten','Steve McCarthy','Mikhail Kuleshov','Martin Havlat','Kristian Kudroc','Michal Sivek','Luke Sellars','Jonas Andersson','Ross Lupaschuk','Milan Bartovic','Alexei Semenov','Nolan Yonkman','Tony Salmelainen','Mike Commodore','Jordan Leopold','Martin Grenier','Sheldon Keefe','Brett Lysak','Matt Murley','Adam Hall','Brad Ralph','Andrew Hutchinson','Doug Janik','Matt Carkner','Dan Jancevski','Zdenek Blatny','Niklas Hagman','Jason Jaspers','Frantisek Kaberle','Mattias Weinhandl','Niclas Havelid','Brad Fast','Peter Smrek','Jimmie Olvestad','Mike Comrie','Branko Radivojevic','Chris Kelly','Mathias Tjarnqvist','Juraj Kolnik','Brian McGrattan','Ryan Malone','Kaspars Astashenko','Derek MacKenzie','Justin Mapletoft','Roman Tvrdon','Jordan Krestanovich','Niko Dimitrakos','Timo Helbling','Damian Surma','Riku Hahl','Martin Erat','Vaclav Pletka','Layne Ulmer','Henrik Zetterberg','Radim Vrbata','Alexandre Giroux','Garnet Exelby','Colin Hemingway','George Parros','Radek Martinek','Petr Tenkrat','Alexander Khavanov','Goran Bezina','Pierre Hedin','Douglas Murray','Tommi Santala','Mikko Eloranta','Darren Haydar','Noah Clarke','Hannes Hyvonen','Brandon Reid','Dany Heatley','Marian Gaborik','Rostislav Klesla','Raffi Torres','Scott Hartnell','Lars Jonsson','Nikita Alexeev','Mikhail Yakubov','Pavel Vorobiev','Alexei Smirnov','Ron Hainsey','Vaclav Nedorost','Marcel Hossa','Alexei Mikhnov','Brooks Orpik','Krys Kolanos','Alex Frolov','Anton Volchenkov','David Hale','Nathan Smith','Brad Boyes','Steve Ott','Brian Sutherby','Martin Samuelsson','Justin Williams','Niklas Kronwall','Jeff Taffe','Tomas Kurka','Nick Schultz','Brad Winchester','Andy Hilbert','Tomas Kopecky','Kurtis Foster','Matt Pettinger','Jared Aulin','Jonas Nordqvist','Kris Vernarsky','Shane Endicott','Andreas Lilja','Antoine Vermette','Aleksander Suglobov','Ivan Huml','Jakub Cutta','Paul Martin','Filip Novak','David Morisset','Joel Lundqvist','Sergei Zinovjev','Igor Radulov','Jozef Balej','Ryan Bayda','Alexandre Kharitonov','Yanick Lehoux','Kurt Sauer','Libor Pivko','Dominic Moore','Niclas Wallin','Jonas Ronnqvist','Jon Disalvatore','Lubomir Visnovsky','Michel Ouellet','Maxim Sushinsky','Petteri Nummelin','Michael Danton','Mike Stuart','David Koci','Matt Koalska','Travis Moen','Greg Zanon','John-Michael Liles','Erik Reitz','Jarno Kultanen','Jukka Hentunen','Darcy Hordichuk','Josh Olson','Ryan Caldwell','Peter Bartos','Paul Gaustad','Antti Miettinen','Guillaume Lefebvre','Lubomir Sekeras','Janis Sprukts','Zdenek Kutlak','Chad Wiseman','Darryl Bootland','Sean McMorrow','Thomas Ziegler','Jean-Philippe Cote','Tomi Pettinen','Pavel Kolarik','Micki Dupont','Reto Von Arx','Roman Simicek','Andrej Nedorost','Simon Gamache'}
@attribute DraftAge_norm numeric
@attribute country_group {EURO,CAN,USA}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {C,R,L,D}
@attribute DraftYear numeric
@attribute Overall numeric
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute sum_7yr_GP numeric
@attribute sum_7yr_TOI numeric
@attribute GP_greater_than_0 {yes}

@data
8467347,'Milan Kraft',0,EURO,0.642857,0.490385,C,1998,23,0.023923,0.444444,0.30137,0.254902,0.303797,0.025052,0.552,0.033333,0,0,0,0,0.375,207,2778,yes
8467348,'Christian Backman',0,EURO,0.642857,0.471154,D,1998,24,0.014354,0.422222,0.150685,0.205882,0.202532,0.033403,0.552,0.233333,0.095238,0.115385,0.108696,0.05,0.375,70,1325,yes
8467349,'Jiri Fischer',0,EURO,0.714286,0.653846,D,1998,25,0.038278,0.777778,0.041096,0.186275,0.139241,0.23382,0.552,0.366667,0.047619,0.153846,0.108696,0.133333,0.375,283,4679,yes
8467350,'Mike Van Ryn',0.071429,CAN,0.428571,0.5,D,1998,26,0.066986,0.5,0.054795,0.137255,0.113924,0.100209,0.552,0,0,0,0,0,0.375,148,3031,yes
8467351,'Scott Gomez',0.071429,USA,0.285714,0.375,C,1998,27,0.090909,0.577778,0.178082,0.362745,0.316456,0.123173,0.552,0,0,0,0,0,0.375,394,6370,yes
8467352,'Vitaly Vishnevski',0,EURO,0.5,0.519231,D,1998,5,0.004785,0.666667,0.150685,0.166667,0.177215,0.40501,0.552,0,0,0,0,0,0.375,334,5662,yes
8467353,'Nik Antropov',0,EURO,0.785714,0.807692,C,1998,10,0.076555,0.6,0.520548,0.598039,0.626582,0.146138,0.552,0,0,0,0,0,0.375,263,3490,yes
8467354,'Dmitri Kalinin',0,EURO,0.571429,0.471154,D,1998,18,0,0.355556,0,0.039216,0.025316,0.06263,0.552,0,0,0,0,0,0.375,283,5866,yes
8467355,'Andrew Peters',0,CAN,0.642857,0.759615,L,1998,34,0.129187,0.666667,0.150685,0.068627,0.113924,0.45929,0.552,0.233333,0.095238,0,0.043478,0.158333,0.375,42,175,yes
8467356,'Ramzi Abid',0.142857,CAN,0.5,0.471154,L,2000,85,?,0.8,0.917808,0.892157,1,0.436326,0.864,0.466667,0.761905,0.653846,0.717391,0.216667,0.375,68,824,yes
8467357,'Jonathan Cheechoo',0,CAN,0.428571,0.432692,R,1998,29,0.095694,0.711111,0.424658,0.441176,0.481013,0.129436,0.552,0.333333,0.190476,0.076923,0.130435,0.083333,0.375,147,2018,yes
8467358,'Kyle Rossiter',0,CAN,0.571429,0.567308,D,1998,30,0.114833,0.677778,0.082192,0.156863,0.139241,0.39666,0.552,0.633333,0,0.115385,0.065217,0.316667,0.375,11,129,yes
8467359,'Artem Chubarov',0.071429,EURO,0.428571,0.423077,C,1998,31,0.009569,0.411111,0.054795,0.058824,0.063291,0.008351,0.552,0,0,0,0,0,0.375,228,3034,yes
8467360,'Stephen Peat',0,CAN,0.5,0.711538,R,1998,32,0.138756,0.7,0.082192,0.117647,0.113924,0.394572,0.552,0.166667,0,0,0,0.066667,0.375,129,727,yes
8467361,'Blair Betts',0,CAN,0.571429,0.471154,C,1998,33,0.08134,0.788889,0.479452,0.401961,0.481013,0.079332,0.552,0.366667,0.190476,0.230769,0.217391,0.066667,0.375,35,402,yes
8467362,'Chris Nielsen',0,EURO,0.5,0.509615,R,1998,36,0.119617,0.755556,0.30137,0.284314,0.322785,0.064718,0.552,0.6,0.095238,0.153846,0.130435,0.083333,0.375,52,553,yes
8467363,'Christian Berglund',0,EURO,0.285714,0.326923,L,1998,37,0.028708,0.333333,0.315068,0.186275,0.265823,0.183716,0.552,0.066667,0,0,0,0,0.375,86,954,yes
8467365,'John Erskine',0,CAN,0.642857,0.567308,D,1998,39,0.133971,0.611111,0,0.088235,0.056962,0.427975,0.552,0.533333,0,0.192308,0.108696,0.208333,0.375,81,929,yes
8467369,'Ossi Vaananen',0,EURO,0.642857,0.519231,D,1998,43,0.057416,0.488889,0.041096,0.088235,0.075949,0.108559,0.552,0.233333,0,0.076923,0.043478,0.133333,0.375,303,5895,yes
8467370,'Mike Fisher',0,CAN,0.428571,0.528846,C,1998,44,0.191388,0.733333,0.328767,0.245098,0.310127,0.135699,0.552,0.3,0.095238,0.076923,0.086957,0.108333,0.375,248,3529,yes
8467371,'Mike Ribeiro',0,CAN,0.357143,0.173077,C,1998,45,?,0.744444,0.547945,0.833333,0.791139,0.114823,0.552,0.2,0.142857,0.038462,0.086957,0,0.375,197,2782,yes
8467372,'Justin Papineau',0.142857,CAN,0.285714,0.182692,C,2000,75,?,0.666667,0.547945,0.352941,0.481013,0.108559,0.696,0.533333,0.190476,0.461538,0.347826,0.133333,0.375,81,696,yes
8467373,'Norman Milley',0,CAN,0.357143,0.480769,R,1998,47,0.22488,0.688889,0.452055,0.401961,0.468354,0.100209,0.552,0.333333,0,0.038462,0.021739,0.033333,0.375,15,168,yes
8467374,'Jonathan Girard',0,CAN,0.285714,0.298077,D,1998,48,0.196172,0.711111,0.273973,0.460784,0.424051,0.091858,0.552,0.533333,0.095238,0.615385,0.391304,0.108333,0.375,150,2574,yes
8467376,'Jaroslav Kristek',0,EURO,0.428571,0.230769,R,1998,50,0.186603,0.6,0.191781,0.147059,0.183544,0.058455,0.552,0,0,0,0,0,0.375,6,70,yes
8467378,'Bobby Allen',0.142857,USA,0.357143,0.384615,D,1998,52,0.157895,0.444444,0.09589,0.205882,0.177215,0.102296,0.552,0,0,0,0,0,0.375,1,3,yes
8467379,'Steve Moore',0.142857,CAN,0.5,0.423077,C,1998,53,0.110048,0.366667,0.136986,0.22549,0.208861,0.096033,0.552,0,0,0,0,0,0.375,69,840,yes
8467381,'Ryan Barnes',0,CAN,0.428571,0.384615,L,1998,55,?,0.511111,0.178082,0.176471,0.196203,0.231733,0.552,0.333333,0,0.076923,0.043478,0.2,0.375,2,5,yes
8467383,'Tyler Bouck',0,CAN,0.357143,0.336538,L,1998,57,?,0.722222,0.150685,0.254902,0.234177,0.187891,0.552,0.366667,0.047619,0,0.021739,0.175,0.375,73,646,yes
8467384,'Chris Bala',0.142857,USA,0.428571,0.307692,L,1998,58,0.220096,0.366667,0.219178,0.137255,0.189873,0.048017,0.552,0,0,0,0,0,0.375,6,34,yes
8467386,'Denis Arkhipov',0.071429,EURO,0.571429,0.519231,C,1998,60,0.253589,0.322222,0.027397,0.019608,0.025316,0.004175,0.552,0,0,0,0,0,0.375,273,3888,yes
8467387,'Joe Dipenta',0.071429,CAN,0.5,0.567308,D,1998,61,0.15311,0.422222,0.027397,0.156863,0.113924,0.104384,0.552,0,0,0,0,0,0.375,3,47,yes
8467388,'Paul Manning',0.071429,CAN,0.642857,0.451923,D,1998,62,0.177033,0.333333,0.013699,0.04902,0.037975,0.033403,0.552,0,0,0,0,0,0.375,8,104,yes
8467389,'Brad Richards',0,CAN,0.357143,0.365385,C,1998,64,?,0.755556,0.452055,0.803922,0.727848,0.091858,0.552,0.633333,0.380952,0.923077,0.695652,0.016667,0.375,326,6257,yes
8467392,'Alex Henry',0.071429,CAN,0.785714,0.673077,D,1998,67,0.143541,0.688889,0.068493,0.088235,0.088608,0.202505,0.552,0.533333,0,0.115385,0.065217,0.116667,0.375,112,1216,yes
8467393,'Jarkko Ruutu',0.357143,EURO,0.428571,0.413462,L,1998,68,?,0.522222,0.150685,0.098039,0.132911,0.379958,0.552,0.3,0.333333,0.153846,0.23913,0.083333,0.375,185,1929,yes
8467396,'Erik Cole',0.142857,USA,0.5,0.423077,L,1998,71,0.186603,0.377778,0.150685,0.196078,0.196203,0.114823,0.552,0,0,0,0,0,0.375,214,3647,yes
8467397,'Dimitri Afanasenkov',0,EURO,0.5,0.461538,L,1998,72,0.043062,0.533333,0.191781,0.068627,0.132911,0.041754,0.552,0,0,0,0,0,0.375,85,1004,yes
8467399,'Julien Vauclair',0.071429,EURO,0.357143,0.375,D,1998,74,0.052632,0.588889,0.123288,0.078431,0.107595,0.070981,0.552,0.233333,0,0,0,0.208333,0.375,1,13,yes
8467400,'Francois Beauchemin',0,CAN,0.428571,0.451923,D,1998,75,0.23445,0.777778,0.164384,0.343137,0.297468,0.275574,0.552,0.533333,0.047619,0.115385,0.086957,0.191667,0.375,1,17,yes
8467402,'Mike Pandolfo',0.071429,USA,0.571429,0.567308,L,1998,77,0.181818,0.311111,0.39726,0.22549,0.329114,0.037578,0.552,0,0,0,0,0,0.375,3,25,yes
8467403,'Peter Nordstrom',0.428571,EURO,0.428571,0.375,R,1998,78,?,0.5,0.082192,0.186275,0.158228,0.096033,0.552,0.4,0.238095,0.269231,0.26087,0.066667,0.375,2,16,yes
8467407,'Brian Gionta',0.071429,USA,0,0.163462,R,1998,82,?,0.444444,0.410959,0.313725,0.392405,0.091858,0.552,0,0,0,0,0,0.375,166,2403,yes
8467408,'Matt Walker',0,CAN,0.642857,0.519231,D,1998,83,?,0.711111,0.027397,0.127451,0.094937,0.258873,0.552,0.666667,0,0,0,0.191667,0.375,30,337,yes
8467412,'Alexei Ponikarovsky',0,EURO,0.642857,0.615385,L,1998,87,0.430622,0.266667,0.013699,0.019608,0.018987,0.06263,0.552,0,0,0,0,0,0.375,116,1237,yes
8467414,'Ryan Jardine',0,CAN,0.357143,0.471154,L,1998,89,?,0.722222,0.383562,0.313725,0.379747,0.033403,0.552,0,0,0,0,0,0.375,8,71,yes
8467416,'Josef Vasicek',0,EURO,0.714286,0.509615,C,1998,91,0.095694,0.377778,0.178082,0.196078,0.208861,0,0.552,0,0,0,0,0,0.375,293,4297,yes
