@relation QueryResult

@attribute id numeric
@attribute PlayerName {'Mark Streit','Tim Brent','Chris Campoli','Masi Marjamaki','Clayton Stoner','Triston Grant','Danny Syvret','Alex Ovechkin','Evgeni Malkin','Cam Barker','Andrew Ladd','Blake Wheeler','Rostislav Olesz','Alexandre Picard','Ladislav Smid','Boris Valabik','Lauri Tukonen','Drew Stafford','Alexander Radulov','Petteri Nokelainen','Kyle Chipchura','Lauri Korpikoski','Travis Zajac','Wojtek Wolski','Lukas Kaspar','Andrej Meszaros','Kris Chucko','Rob Schremp','Jeff Schultz','Mark Fistric','Mike Green','Dave Bolland','Chris Bourque','Grant Lewis','Bryan Bickell','Michael Funk','Adam Pineault','Blake Comeau','Dane Byers','Enver Lisin','Raymond Sawada','David Booth','Victor Oreskovich','Nicklas Grossmann','Brandon Dubinsky','Alex Goligoski','David Krejci','Martins Karsums','Sami Lepisto','Nick Johnson','Adam Berti','Casey Borer','Brandon Prust','Andrej Sekera','Scott Lehman','Peter Olvecky','Peter Regin','Alexander Edler','Johan Franzen','Dustin Boyd','Tyler Kennedy','JT Wyman','Mike Lundin','Brett Carson','Ryan Jones','Liam Reddox','Wes O\'Neill','Kevin Porter','Alexander Nikulin','David Laliberte','Torrey Mitchell','Ryan Callahan','Kris Versteeg','Nikita Nikitin','Jake Dowell','Bryan Young','Janne Niskala','Steve Regier','Mikhail Grabovski','Steven Zalewski','Roman Wick','Mike Brown','Ben Walter','Adam Pardy','Scott Parse','Patrick Kaleta','Mike Santorelli','Roman Polak','Derek Peltier','Robbie Earl','Petri Kontiola','Andrew Gordon','Chad Kolarik','Mike Vernace','Mark Mancari','Troy Brouwer','Pierre-Luc Letourneau-Leblond','Tyler Eckford','Matt Hunwick','Brandon Yip','Aaron Gagnon','Mike Card','Gregory Stewart','Travis Morin','Daniel Winnik','Jakub Petruzalek','Janne Pesonen','Grant Clitsome','Kyle Wilson','Adam Cracknell','Jannik Hansen','Olivier Magnan','Mike Blunden','Mason Raymond','Mattias Ritola','Paul Stastny','Guillaume Latendresse','Dustin Kohn','Sidney Crosby','Bobby Ryan','Jack Johnson','Benoit Pouliot','Gilbert Brule','Jack Skille','Devin Setoguchi','Brian Lee','Luc Bourdon','Anze Kopitar','Marc Staal','Ryan O\'Marra','Martin Hanzal','Ryan Parent','Jakub Kindl','Kenndal McArdle','Matt Lashoff','Niclas Bergfors','T.J. Oshie','Andrew Cogliano','Matt Pelech','Joe Finley','Matt Niskanen','Steve Downie','Vladimir Mihalik','Brendan Mikkelson','James Neal','Ryan Stoa','Marc-Edouard Vlasic','Taylor Chorney','Scott Jackson','Petr Kalus','Michael Sauer','Justin Abdelkader','Adam McQuaid','Marc-Andre Cliche','Matt Kassian','Kris Letang','Brodie Dupont','Kris Russell','Evan Brophey','Rich Clune','Keith Yandle','Radek Smolenak','Perttu Lindgren','Teemu Laakso','Cody Franson','Vladimir Sobotka','Phil Oreskovic','Mikko Lehtonen','Mark Fraser','Marc-Andre Gragnani','T.J. Hensick','Oskars Bartulis','Cody Bass','Chris Butler','Chris VandeVelde','Ilya Zubov','Patrick Davis','Jonathan Sigalet','Jared Boll','Blair Jones','Tom Pyatt','Niklas Hjalmarsson','Jordan Lavallee-Smotherman','Ray Macias','Darren Helm','Brian Salcido','Nathan Gerbe','Tom Wandell','Derek Joslin','Cal O\'Reilly','Mark Fayne','Ryan Reaves','Matt Watkins','Justin Mercier','Nick Drazenovic','Brett Sutter','Tim Kennedy','Kris Fredheim','Andrey Zubarev','Matt D\'Agostini','Joe Vitale','Sergei Kostitsyn','Colin Greening','Mario Bliznak','Ryan Russell','Anton Stralman','Kyle Cumiskey','Chad Rau','Patric Hornqvist','Bryan Little','Michael Caruso','Brad Marchand','Nick Foligno','Mike Weber','Derek Dorsett','Kevin Quick','Mathieu Carle','Jon Matsumoto','Erik Johnson','Kyle Okposo','Trevor Lewis','Rhett Rakhshani','Arturs Kulda','Leo Komarov','Jamie McGinn','Ryan White','Eric Gryba','Milan Lucic','Jiri Tlusty','Kaspars Daugavins','Chris Stewart','Sergei Shirokov','Tomas Kana','Matt Beleskey','Ben Maxwell','Petteri Wirtanen','Oskar Osala','Ty Wishart','Cal Clutterbuck','Jeff Petry','Jonas Junland','David McIntyre','Claude Giroux','Jesse Joensuu','Theo Peckham','Peter Mueller','Jordan Staal','Patrik Berglund','James Sheppard','Viktor Stalberg','Carl Sneep','Tom Sestito','Derick Brassard','Michael Grabner','Phil Kessel','Andrew Bodnarchuk','Cory Emmerton','Korbinian Holzer','John McCarthy','Nicklas Backstrom','Michael Frolik','Brian Strait','Andreas Nodl','Jan Mursak','Jamie McBain','Artem Anisimov','Shawn Matthias','Nikolay Kulemin','Matthew Corrente','Ivan Vishnevskiy','Andrew MacDonald','Erik Condra','Chris Summers','Vladimir Zharkov','Benn Ferriero','Jonathan Toews','Alexander Vasyunov','Blake Geoffrion','Bobby Sanguinetti','Shane Sims','Jonathan Rheault','Mathieu Perreault'}
@attribute DraftAge_norm numeric
@attribute country_group {EURO,CAN,USA}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {D,C,L,R}
@attribute DraftYear numeric
@attribute Overall numeric
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute sum_7yr_GP numeric
@attribute sum_7yr_TOI numeric
@attribute GP_greater_than_0 {yes}

@data
8471238,'Rob Schremp',0,USA,0.4375,0.455446,C,2004,25,0.03629,0.65,0.384615,0.409091,0.398936,0.088435,0.495413,0.517241,0.318182,0.2,0.282609,0.029412,0.241379,114,1578,yes
8471240,'Jeff Schultz',0,CAN,0.875,0.623762,D,2004,27,0.044355,0.79,0.141026,0.218182,0.18617,0.119048,0.614679,0.241379,0.045455,0.033333,0.043478,0,0.310345,319,6130,yes
8471241,'Mark Fistric',0,CAN,0.625,0.70297,D,2004,28,0.072581,0.72,0.012821,0.1,0.06383,0.653061,0.284404,0.37931,0,0.066667,0.043478,0.147059,0.310345,197,2864,yes
8471242,'Mike Green',0.111111,CAN,0.5625,0.524752,D,2004,29,0.032258,0.59,0.179487,0.227273,0.207447,0.312925,0.357798,0,0,0,0,0,0.310345,366,8244,yes
8471245,'Dave Bolland',0,CAN,0.5,0.29703,C,2004,32,0.028226,0.65,0.474359,0.272727,0.356383,0.197279,0.357798,0.517241,0.136364,0.333333,0.282609,0.264706,0.310345,221,3631,yes
8471246,'Chris Bourque',0,USA,0.25,0.19802,L,2004,33,0.294355,0.31,0.474359,0.481818,0.478723,0.326531,0.357798,0,0,0,0,0,0.310345,33,314,yes
8471253,'Grant Lewis',0.111111,USA,0.6875,0.356436,D,2004,40,0.080645,0.34,0.038462,0.2,0.132979,0.193878,0.357798,0,0,0,0,0,0.310345,1,15,yes
8471254,'Bryan Bickell',0,CAN,0.75,0.683168,L,2004,41,0.068548,0.59,0.25641,0.145455,0.191489,0.258503,0.275229,0.241379,0.136364,0,0.065217,0.161765,0.275862,101,1304,yes
8471256,'Michael Funk',0,CAN,0.75,0.445545,D,2004,43,0.153226,0.78,0.038462,0.236364,0.154255,0.29932,0.275229,0.172414,0,0.033333,0.021739,0.088235,0.310345,9,63,yes
8471259,'Adam Pineault',0,USA,0.5625,0.465347,R,2004,46,0.096774,0.3,0.051282,0.036364,0.042553,0.108844,0.357798,0,0,0,0,0,0.310345,3,33,yes
8471260,'Blake Comeau',0,CAN,0.5625,0.475248,L,2004,47,0.258065,0.75,0.128205,0.209091,0.175532,0.438776,0.477064,0.724138,0.181818,0.066667,0.130435,0.426471,0.310345,245,3863,yes
8471261,'Dane Byers',0,CAN,0.6875,0.49505,L,2004,48,0.076613,0.58,0.115385,0.081818,0.095745,0.482993,0.311927,0.206897,0.045455,0.066667,0.065217,0.25,0.310345,6,37,yes
8471263,'Enver Lisin',0,EURO,0.625,0.455446,R,2004,50,0.048387,0.41,0.128205,0.081818,0.101064,0.102041,0.357798,0.137931,0.045455,0,0.021739,0,0.310345,135,1792,yes
8471265,'Raymond Sawada',0.111111,CAN,0.625,0.524752,R,2004,52,0.129032,0.58,0.269231,0.318182,0.297872,0.343537,0.357798,1,0.318182,0.633333,0.565217,0.441176,0.310345,11,90,yes
8471266,'David Booth',0.222222,USA,0.5,0.574257,L,2004,53,0.104839,0.36,0.102564,0.1,0.101064,0.108844,0.357798,0,0,0,0,0,0.310345,303,4923,yes
8471268,'Victor Oreskovich',0,CAN,0.6875,0.60396,R,2004,55,0.28629,0.58,0.141026,0.236364,0.196809,0.112245,0.385321,0,0,0,0,0,0.310345,66,570,yes
8471269,'Nicklas Grossmann',0.111111,EURO,0.75,0.752475,D,2004,56,0.229839,0.34,0.012821,0.018182,0.015957,0.108844,0.357798,0.068966,0,0,0,0,0.310345,281,4929,yes
8471273,'Brandon Dubinsky',0,USA,0.625,0.633663,C,2004,60,0.330645,0.71,0.384615,0.436364,0.414894,0.465986,0.321101,0.172414,0,0.066667,0.043478,0.088235,0.310345,316,5507,yes
8471274,'Alex Goligoski',0.111111,USA,0.4375,0.306931,D,2004,61,0.572581,0.36,0.320513,0.3,0.308511,0.07483,0.311927,0,0,0,0,0,0.310345,200,4189,yes
8471276,'David Krejci',0,EURO,0.5,0.316832,C,2004,63,0.080645,0.57,0.333333,0.372727,0.356383,0.12585,0.357798,0.241379,0.136364,0.2,0.195652,0.058824,0.310345,298,5097,yes
8471277,'Martins Karsums',0,EURO,0.375,0.435644,R,2004,64,0.16129,0.65,0.474359,0.263636,0.351064,0.333333,0.357798,0.689655,0.363636,0.3,0.369565,0.205882,0.310345,24,268,yes
8471279,'Sami Lepisto',0.222222,EURO,0.5625,0.386139,D,2004,66,0.096774,0.61,0.089744,0.072727,0.079787,0.102041,0.357798,0.275862,0,0.033333,0.021739,0.058824,0.310345,150,2661,yes
8471280,'Nick Johnson',0.111111,CAN,0.625,0.455446,R,2004,67,0.298387,0.51,0.448718,0.327273,0.37766,0.112245,0.357798,0.137931,0,0.066667,0.043478,0,0.310345,10,128,yes
8471281,'Adam Berti',0,CAN,0.6875,0.50495,L,2004,68,0.084677,0.73,0.230769,0.281818,0.260638,0.238095,0.33945,0.241379,0,0.066667,0.043478,0.058824,0.137931,2,20,yes
8471282,'Casey Borer',0.111111,USA,0.625,0.50495,D,2004,69,0.205645,0.31,0,0.072727,0.042553,0.061224,0.357798,0,0,0,0,0,0.310345,16,223,yes
8471283,'Brandon Prust',0.222222,CAN,0.5,0.405941,L,2004,70,?,0.64,0.24359,0.3,0.276596,0.914966,0.568807,0.517241,0.318182,0.433333,0.434783,0.485294,1,197,1984,yes
8471284,'Andrej Sekera',0,EURO,0.5,0.435644,D,2004,71,0.153226,0.47,0.064103,0.109091,0.090426,0.136054,0.357798,0.068966,0,0.033333,0.021739,0.058824,0.310345,233,4625,yes
8471288,'Scott Lehman',0,CAN,0.5625,0.39604,D,2004,76,0.346774,0.66,0.064103,0.245455,0.170213,0.642857,0.46789,0.62069,0.090909,0.066667,0.086957,0.558824,0.310345,1,3,yes
8471290,'Peter Olvecky',0.111111,EURO,0.625,0.653465,L,2004,78,0.266129,0.58,0.205128,0.181818,0.191489,0.312925,0.357798,0.068966,0,0,0,0.176471,0.310345,32,284,yes
8471299,'Peter Regin',0,EURO,0.625,0.356436,C,2004,87,0.133065,0.44,0.192308,0.154545,0.170213,0.054422,0.440367,0,0,0,0,0,0.310345,141,1818,yes
8471303,'Alexander Edler',0,EURO,0.6875,0.594059,D,2004,91,?,0.3,0.038462,0.081818,0.06383,0.088435,0.357798,0,0,0,0,0,0.310345,304,6499,yes
8471309,'Johan Franzen',0.777778,EURO,0.75,0.772277,R,2004,97,?,0.49,0.153846,0.163636,0.159574,0.088435,0.357798,0.172414,0,0.033333,0.021739,0.117647,0.310345,395,6462,yes
8471310,'Dustin Boyd',0,CAN,0.5,0.326733,C,2004,98,0.270161,0.72,0.230769,0.181818,0.202128,0.136054,0.311927,0.344828,0.090909,0.066667,0.086957,0.117647,0.310345,220,2568,yes
8471311,'Tyler Kennedy',0,CAN,0.4375,0.306931,C,2004,99,0.334677,0.63,0.205128,0.236364,0.223404,0.095238,0.321101,0,0,0,0,0,0.310345,266,3559,yes
8471312,'JT Wyman',0,USA,0.625,0.544554,R,2004,100,0.342742,0.51,0.5,0.290909,0.37766,0.013605,0.357798,0,0,0,0,0,0.310345,3,13,yes
8471314,'Mike Lundin',0.222222,USA,0.625,0.356436,D,2004,102,0.21371,0.44,0.038462,0.145455,0.101064,0.115646,0.357798,0,0,0,0,0,0.310345,224,4015,yes
8471321,'Brett Carson',0.111111,CAN,0.75,0.554455,D,2004,109,0.120968,0.71,0.064103,0.245455,0.170213,0.166667,0.486239,0.241379,0,0,0,0.088235,0.310345,78,1234,yes
8471323,'Ryan Jones',0.222222,CAN,0.5625,0.534653,L,2004,111,?,0.46,0.5,0.272727,0.367021,0.217687,0.357798,0.586207,0.772727,0.3,0.565217,0.367647,0.310345,176,2168,yes
8471324,'Liam Reddox',0,CAN,0.4375,0.237624,L,2004,112,0.407258,0.75,0.474359,0.309091,0.37766,0.102041,0.293578,0,0,0,0,0,0.310345,100,1259,yes
8471327,'Wes O\'Neill',0,CAN,0.75,0.60396,D,2004,115,0.08871,0.46,0.038462,0.1,0.074468,0.102041,0.357798,0,0,0,0,0,0.310345,5,52,yes
8471331,'Kevin Porter',0,USA,0.4375,0.366337,C,2004,119,0.689516,0.55,0.102564,0.263636,0.196809,0.102041,0.357798,0,0,0,0,0,0.310345,128,1726,yes
8471334,'Alexander Nikulin',0.111111,EURO,0.5625,0.435644,C,2004,122,0.157258,0.47,0.269231,0.181818,0.218085,0.156463,0.357798,0,0,0,0,0,0.310345,3,16,yes
8471336,'David Laliberte',0,CAN,0.5625,0.39604,R,2004,124,0.177419,0.7,0.269231,0.2,0.228723,0.173469,0.422018,0.37931,0.045455,0.1,0.086957,0.088235,0.310345,11,86,yes
8471338,'Torrey Mitchell',0.111111,CAN,0.4375,0.356436,C,2004,126,0.387097,0.25,0.320513,0.336364,0.329787,0.142857,0.357798,0,0,0,0,0,0.310345,204,2692,yes
8471339,'Ryan Callahan',0.111111,USA,0.375,0.326733,R,2004,127,0.306452,0.71,0.474359,0.3,0.37234,0.319728,0.513761,0.862069,0.636364,0.3,0.5,0.411765,0.448276,284,4859,yes
8471346,'Kris Versteeg',0,CAN,0.4375,0.217822,R,2004,134,?,0.75,0.205128,0.318182,0.271277,0.302721,0.311927,0,0,0,0,0,0.310345,250,4194,yes
8471348,'Nikita Nikitin',0,EURO,0.75,0.623762,D,2004,136,0.181452,0.34,0.038462,0.072727,0.058511,0.07483,0.357798,0,0,0,0,0,0.310345,41,672,yes
8471352,'Jake Dowell',0.111111,USA,0.5,0.455446,C,2004,140,0.245968,0.43,0.076923,0.136364,0.111702,0.170068,0.357798,0,0,0,0,0,0.310345,102,1193,yes
8471358,'Bryan Young',0,CAN,0.5625,0.366337,D,2004,146,0.225806,0.6,0,0.072727,0.042553,0.214286,0.192661,0,0,0,0,0,0.310345,17,156,yes
8471359,'Janne Niskala',0.555556,EURO,0.5,0.326733,D,2004,147,?,0.55,0.269231,0.136364,0.191489,0.248299,0.357798,0.137931,0,0,0,0.235294,0.310345,6,82,yes
8471360,'Steve Regier',0.222222,CAN,0.75,0.39604,L,2004,148,?,0.76,0.320513,0.318182,0.319149,0.391156,0.486239,0.758621,0.227273,0.366667,0.347826,0.352941,0.310345,26,211,yes
8471362,'Mikhail Grabovski',0.222222,EURO,0.4375,0.316832,C,2004,150,?,0.55,0.153846,0.154545,0.154255,0.115646,0.357798,0.172414,0,0,0,0.058824,0.310345,245,4131,yes
8471365,'Steven Zalewski',0,USA,0.5,0.405941,C,2004,153,?,0.4,0.410256,0.309091,0.351064,0.07483,0.357798,0,0,0,0,0,0.310345,3,25,yes
8471368,'Roman Wick',0.111111,EURO,0.625,0.534653,R,2004,156,0.141129,0.33,0.102564,0.018182,0.053191,0.040816,0.357798,0,0,0,0,0,0.310345,7,60,yes
